id_lie;cod_lmi;similarity;a_score;lie_index;lie_add;lmi_index;lmi_add;match
CS2-00113;B-II-m-B-18652;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.925],""exact"":3,""score"":3.925,""order"":1,""size"":0.25}";1110.925;490;strada dumbrava rosie 22;704;strada dumbrava rosie 2;no
CS2-00114;B-II-m-B-18652;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;491;strada dumbrava rosie 24;704;strada dumbrava rosie 2;no
CS2-00115;B-II-m-B-19656;"{""matched"":[0,2,1,3],""matchScore"":[1,0.33809523809523806,0.2698412698412698,1],""exact"":2,""score"":2.6079365079365076,""order"":0.75,""size"":0.25}";1037.50793650794;492;strada edgar quinet 3;1725;strada schitul darvari 3;no
CS2-00116;B-II-m-A-19759;"{""matched"":[0,2,1,3],""matchScore"":[1,0.35000000000000003,0.24444444444444446,1],""exact"":2,""score"":2.5944444444444446,""order"":0.75,""size"":0.25}";1038.44444444444;493;strada edgar quinet 5;1837;strada stefanescu teodor 5;no
CS2-00117;B-II-m-B-18669;"{""matched"":[0,1,3],""matchScore"":[1,0.39333333333333337,1],""exact"":2,""score"":2.3933333333333335,""order"":0.7777777777777777,""size"":0.25}";104.933333333333;494;strada elena 2;720;strada elias jacques 2;no
CS2-00118;B-II-m-B-18671;"{""matched"":[0,1,3],""matchScore"":[1,0.39333333333333337,1],""exact"":2,""score"":2.3933333333333335,""order"":0.7777777777777777,""size"":0.25}";104.933333333333;495;strada elena 4;722;strada elias jacques 4;no
CS2-00119;B-II-m-B-18703;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;496;strada episcopiei 2-4;755;strada episcopiei 1;no
CS2-00120;B-II-m-B-18703;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;497;strada episcopiei 5;755;strada episcopiei 1;no
CS2-00121;B-II-m-B-18703;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;498;strada episcopiei 6;755;strada episcopiei 1;no
CS2-00122;B-II-m-B-18704;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;499;strada episcopul radu 42;756;strada episcopul radu 29;no
CS2-00123;B-II-m-B-19559;"{""matched"":[0,3,4],""matchScore"":[1,0.37142857142857144,1],""exact"":2,""score"":2.3714285714285714,""order"":0.6444444444444446,""size"":0.2}";104.714285714286;500;strada fagaras 16;1626;strada robescu c f 16;no
CS2-00124;B-II-m-B-18721;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":1,""size"":0.25}";1110.33333333333;501;bulevardul ferdinand i 51;778;bulevardul ferdinand i 31;no
CS2-00125;B-II-m-B-18750;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;502;strada fluviului 18;809;strada fluviului 10;no
CS2-00126;B-II-m-B-18791;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;503;strada frumoasa 17;821;strada frumoasa 16;no
CS2-00127;B-II-m-B-18557;"{""matched"":[0,2,3],""matchScore"":[1,0.25595238095238093,1],""exact"":2,""score"":2.255952380952381,""order"":0.7777777777777777,""size"":0.25}";103.559523809524;504;intrarea frumoasa 6;608;intrarea dascalu nicolae 6;no
CS2-00169;B-II-m-B-18929;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;505;strada icoanei 69;975;strada icoanei 60;no
CS2-00128;B-II-a-B-18473;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;506;strada gabroveni 6-8;527;strada gabroveni ;no
CS2-00129;B-II-m-A-18517;"{""matched"":[0,3,2,-1,-1],""matchScore"":[1,0.34861111111111115,1,0,0],""exact"":2,""score"":2.3486111111111114,""order"":0.6444444444444446,""size"":0.2}";10448.6111111111;507;strada garii de nord 2-4;571;strada cutitul de argint 1;no
CS2-00130;B-II-m-A-18517;"{""matched"":[0,3,2,-1,-1],""matchScore"":[1,0.34861111111111115,1,0,0],""exact"":2,""score"":2.3486111111111114,""order"":0.6444444444444446,""size"":0.2}";10448.6111111111;508;strada garii de nord 6-8;571;strada cutitul de argint 1;no
CS2-00131;B-II-m-B-18702;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;509;strada george enescu 5;754;strada enescu george 38;no
CS2-00132;B-II-m-B-18702;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":0.75,""size"":0.25}";1110.35;510;strada george enescu 33;754;strada enescu george 38;no
CS2-00133;B-II-m-B-18702;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;511;strada george enescu 7;754;strada enescu george 38;no
CS2-00134;B-II-m-B-18702;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;512;strada george enescu 9;754;strada enescu george 38;no
CS2-00135;B-II-m-B-18435;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;513;strada georges clemenceau 4;491;strada clemenceau georges 2;no
CS2-00136;B-II-m-B-19755;"{""matched"":[0,2,1,-1,-1],""matchScore"":[1,1,0.36111111111111116,0,0],""exact"":2,""score"":2.361111111111111,""order"":0.7333333333333334,""size"":0.25}";11036.1111111111;514;bulevardul gheorghe i duca 17;1833;bulevardul sincai gheorghe 4;no
CS2-00137;B-II-m-B-19114;"{""matched"":[0,2,-1,1,3],""matchScore"":[1,1,0,0.23214285714285712,1],""exact"":3,""score"":3.232142857142857,""order"":0.5999999999999999,""size"":0.25}";11003.3214285714;515;bulevardul gheorghe i duca 8;801;bulevardul magheru gheorghe 8;no
CS2-00138;B-II-m-B-18566;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.2736111111111111,0.925],""exact"":2,""score"":3.198611111111111,""order"":0.75,""size"":0.25}";1103.66111111111;516;strada gheorghe lazar 4;285;strada bratianu gheorghe 44;no
CS2-00139;B-II-m-B-19421;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.2888888888888889,0],""exact"":2,""score"":2.2888888888888888,""order"":0.6666666666666667,""size"":0.25}";1102.88888888889;517;strada gheorghe lazar 5;1484;strada polizu gheorghe 1-7;no
CS2-00140;B-II-m-B-19114;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;518;bulevardul gheorghe magheru 7;801;bulevardul magheru gheorghe 8;no
CS2-00141;B-II-m-B-19117;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":0.75,""size"":0.25}";1110.425;519;bulevardul gheorghe magheru 32-36;1154;bulevardul magheru gheorghe 33;no
CS2-00142;B-II-m-A-19116;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":0.75,""size"":0.25}";1110.29166666667;520;bulevardul gheorghe magheru 2-4;1153;bulevardul magheru gheorghe 12-14;no
CS2-00143;B-II-m-B-19115;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;521;bulevardul gheorghe magheru 20;847;bulevardul magheru gheorghe 10;no
CS2-00144;B-II-m-B-19130;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.4041666666666667,0],""exact"":2,""score"":2.404166666666667,""order"":0.6666666666666667,""size"":0.25}";1104.04166666667;522;strada gheorghe mandrea 4;1167;strada manu gheorghe 7;no
CS2-00145;B-II-m-B-19132;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":0.75,""size"":0.25}";1110.35;523;strada gheorghe manu 18;1169;strada manu gheorghe 12;no
CS2-00146;B-II-m-B-19115;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.37597883597883597,0.35],""exact"":2,""score"":2.725978835978836,""order"":0.75,""size"":0.25}";1104.10978835979;524;bulevardul gheorghe marinescu 19;847;bulevardul magheru gheorghe 10;no
CS2-00147;B-II-m-B-19153;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3300925925925926,0.32499999999999996],""exact"":2,""score"":2.6550925925925926,""order"":0.75,""size"":0.25}";1103.62592592593;525;strada gheorghe petrascu 14a;1186;strada marinescu gheorghe 19;no
CS2-00148;B-II-m-B-19423;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3125],""exact"":3,""score"":3.3125,""order"":0.75,""size"":0.25}";1110.3125;526;strada gheorghe polizu 30;1486;strada polizu gheorghe 38-52;no
CS2-00149;B-II-m-B-19423;"{""matched"":[0,2,1,-1,-1,3],""matchScore"":[1,1,0.36666666666666664,0,0,0.3333333333333333],""exact"":2,""score"":2.7,""order"":0.6666666666666665,""size"":0.25}";110367;527;strada gheorghe pop de basesti 43-45;1486;strada polizu gheorghe 38-52;no
CS2-00150;B-II-m-B-18956;"{""matched"":[0,1,2,3,-1],""matchScore"":[1,1,1,1,0],""exact"":4,""score"":4,""order"":1,""size"":0.2}";11110;528;strada ionescu gion gh 2;1004;strada ionescu gion gh 1;no
CS2-00151;B-II-m-B-19319;"{""matched"":[0,1,2],""matchScore"":[1,0.2880952380952381,0.4166666666666667],""exact"":1,""score"":1.704761904761905,""order"":1,""size"":0.3333333333333333}";103.297619047619;529;soseaua giurgiului 72-86;683;soseaua panduri 28;no
CS2-00152;B-II-m-B-18923;"{""matched"":[0,1,-1],""matchScore"":[1,0.32083333333333336,0],""exact"":1,""score"":1.3208333333333333,""order"":1,""size"":0.3333333333333333}";103.208333333333;530;soseaua giurgiului 120a;886;soseaua iancului 3;no
