id_lie;cod_lmi;similarity;a_score;lie_index;lie_add;lmi_index;lmi_add;match
URG-00386;B-II-m-B-18825;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;1340;bulevardul dinicu golescu 9;875;bulevardul golescu dinicu 16;no
URG-00387;B-II-m-B-19106;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":0.75,""size"":0.25}";1110.35;1341;strada dionisie lupu 31;1145;strada lupu dionisie 37;no
URG-00389;B-II-a-A-18582;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;1342;strada doamna ghica 125;631;strada doamna ghica 3-5;no
URG-00391;B-II-a-B-18594;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;1343;strada doamnei 7;340;strada doamnei 20;no
URG-00392;B-II-m-B-18583;"{""matched"":[0,1,2],""matchScore"":[1,1,0.925],""exact"":2,""score"":2.925,""order"":1,""size"":0.3333333333333333}";110.925;1344;strada doamnei 11;542;strada doamnei 1;no
URG-00395;B-II-m-B-18596;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;1345;strada doamnei 27-29;647;strada doamnei 22;no
URG-00396;B-II-m-B-18590;"{""matched"":[0,1,2],""matchScore"":[1,0.37619047619047613,1],""exact"":2,""score"":2.376190476190476,""order"":1,""size"":0.3333333333333333}";104.761904761905;1346;strada dobrogei 12;640;strada doamnei 12;no
URG-00397;B-II-m-B-18609;"{""matched"":[0,1,3],""matchScore"":[1,0.43523809523809526,1],""exact"":2,""score"":2.435238095238095,""order"":0.7777777777777777,""size"":0.25}";105.352380952381;1347;strada doina 11;659;strada domnita anastasia 11;no
URG-00398;B-II-m-B-19081;"{""matched"":[0,1,2],""matchScore"":[1,0.35000000000000003,1],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";104.5;1348;strada doina 13;1126;strada londra 13;no
URG-00399;B-II-m-B-18592;"{""matched"":[0,1,2],""matchScore"":[1,0.3828571428571429,1],""exact"":2,""score"":2.382857142857143,""order"":1,""size"":0.3333333333333333}";104.828571428571;1349;strada doina 15;643;strada doamnei 15;no
URG-00400;B-II-m-B-18605;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;1350;strada domnita anastasia 10;655;strada domnita anastasia 1;no
URG-00402;B-II-m-B-18605;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;1351;strada domnita anastasia 17;655;strada domnita anastasia 1;no
URG-00403;B-II-m-B-18608;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.34814814814814815,1],""exact"":3,""score"":3.348148148148148,""order"":1,""size"":0.25}";1104.48148148148;1352;strada domnita ancuta 9;658;strada domnita anastasia 9;no
URG-00404;B-II-m-B-20947;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;1353;calea dorobantilor 51;664;calea dorobantilor 16;no
URG-00405;B-II-m-B-21069;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;1354;calea dorobantilor 69;668;calea dorobantilor 60;no
URG-00406;B-II-m-B-18617;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;1355;calea dorobantilor 70;669;calea dorobantilor 72;no
URG-00407;B-II-m-B-18617;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;1356;calea dorobantilor 75;669;calea dorobantilor 72;no
URG-00408;B-II-m-B-18614;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3611111111111111],""exact"":2,""score"":2.361111111111111,""order"":1,""size"":0.3333333333333333}";110.361111111111;1357;calea dorobantilor 134;665;calea dorobantilor 36-40;no
URG-00409;B-II-m-A-19500;"{""matched"":[0,1,2,3],""matchScore"":[1,0.2916666666666667,1,0.925],""exact"":2,""score"":3.2166666666666663,""order"":1,""size"":0.25}";1040.09166666667;1358;strada dragos voda 3;1573;strada radu voda 33;no
URG-00410;B-II-m-B-17979;"{""matched"":[0,1,3],""matchScore"":[1,0.22380952380952382,1],""exact"":2,""score"":2.223809523809524,""order"":0.7777777777777777,""size"":0.25}";103.238095238095;1359;intrarea dragusa 5;56;intrarea alexe marin 5;no
URG-00411;B-II-m-B-18557;"{""matched"":[0,1,3],""matchScore"":[1,0.3339285714285714,1],""exact"":2,""score"":2.3339285714285714,""order"":0.7777777777777777,""size"":0.25}";104.339285714286;1360;intrarea dragusa 6;608;intrarea dascalu nicolae 6;no
URG-00412;B-II-m-B-18555;"{""matched"":[0,1,-1],""matchScore"":[1,0.3339285714285714,0],""exact"":1,""score"":1.3339285714285714,""order"":1,""size"":0.25}";103.339285714286;1361;intrarea dragusa 15;605;intrarea dascalu nicolae 2;no
URG-00413;B-II-m-B-19128;"{""matched"":[0,2,3],""matchScore"":[1,0.3943181818181818,0.3333333333333333],""exact"":1,""score"":1.727651515151515,""order"":0.7777777777777777,""size"":0.25}";104.276515151515;1362;strada dristorului 73;1165;strada maica domnului 63;no
URG-00414;B-II-m-B-19543;"{""matched"":[0,1,2],""matchScore"":[1,0.418560606060606,0.39999999999999997],""exact"":1,""score"":1.8185606060606059,""order"":1,""size"":0.3333333333333333}";104.585606060606;1363;strada dristorului 104;1588;strada ritmului 1;no
URG-00415;B-II-m-B-18662;"{""matched"":[0,1,2,3],""matchScore"":[1,0.37375,0.29333333333333333,1],""exact"":2,""score"":2.6670833333333333,""order"":1,""size"":0.25}";1041.30833333333;1364;strada drumea radulescu 12;714;strada dumbrava rosie 12;no
URG-00416;B-II-m-B-18632;"{""matched"":[0,1,2],""matchScore"":[1,1,0.27777777777777773],""exact"":2,""score"":2.2777777777777777,""order"":1,""size"":0.3333333333333333}";110.277777777778;1365;calea dudesti 37;684;calea dudesti 117bis;no
URG-00417;B-II-m-B-18645;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;1366;calea dudesti 51;697;calea dudesti 155b;no
URG-00421;B-II-m-B-18662;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,1],""exact"":4,""score"":4,""order"":1,""size"":0.25}";1111;1367;strada dumbrava rosie 12;714;strada dumbrava rosie 12;yes
URG-00423;B-II-m-B-18652;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;1368;strada dumbrava rosie 20;704;strada dumbrava rosie 2;no
URG-00424;B-II-m-B-18652;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;1369;strada dumbrava rosie 28;704;strada dumbrava rosie 2;no
URG-00425;B-II-m-B-18667;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.32142857142857145,0.2698412698412698,0],""exact"":1,""score"":1.5912698412698412,""order"":0.6666666666666667,""size"":0.25}";1034.84126984127;1370;intrarea dumitru lemnea 1;719;intrarea eftimiu victor 9;no
URG-00426;B-II-m-B-17978;"{""matched"":[0,2,1,3],""matchScore"":[1,0.28095238095238095,0.35000000000000003,1],""exact"":2,""score"":2.630952380952381,""order"":0.75,""size"":0.25}";1032.59523809524;1371;intrarea dumitru lemnea 2;55;intrarea alexe marin 2;no
URG-00427;B-II-m-B-17980;"{""matched"":[0,2,1,3],""matchScore"":[1,0.28095238095238095,0.35000000000000003,1],""exact"":2,""score"":2.630952380952381,""order"":0.75,""size"":0.25}";1032.59523809524;1372;intrarea dumitru lemnea 6;57;intrarea alexe marin 6;no
URG-00428;B-II-m-B-18667;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.32142857142857145,0.2698412698412698,0],""exact"":1,""score"":1.5912698412698412,""order"":0.6666666666666667,""size"":0.25}";1034.84126984127;1373;intrarea dumitru lemnea 7;719;intrarea eftimiu victor 9;no
URG-00429;B-II-m-B-17981;"{""matched"":[0,2,1,3],""matchScore"":[1,0.28095238095238095,0.35000000000000003,1],""exact"":2,""score"":2.630952380952381,""order"":0.75,""size"":0.25}";1032.59523809524;1374;intrarea dumitru lemnea 8;58;intrarea alexe marin 8;no
URG-00430;B-II-m-B-18667;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.32142857142857145,0.2698412698412698,0],""exact"":1,""score"":1.5912698412698412,""order"":0.6666666666666667,""size"":0.25}";1034.84126984127;1375;intrarea dumitru lemnea 18;719;intrarea eftimiu victor 9;no
URG-00431;B-II-m-B-18598;"{""matched"":[0,3,1,4],""matchScore"":[1,0.9142857142857144,0.20601851851851852,0.39999999999999997],""exact"":1,""score"":2.5203042328042327,""order"":0.5999999999999999,""size"":0.2}";1093.88875661376;1376;strada dumitru papazoglu 106;649;strada dobrescu i demetru 1;no
URG-00432;B-II-m-B-18652;"{""matched"":[0,1,2,3],""matchScore"":[1,0.38523809523809527,0.22083333333333333,1],""exact"":2,""score"":2.6060714285714286,""order"":1,""size"":0.25}";1041.73214285714;1377;strada dunarea albastra 2;704;strada dumbrava rosie 2;no
URG-00433;B-II-m-B-18652;"{""matched"":[0,1,3],""matchScore"":[1,0.3404761904761905,1],""exact"":2,""score"":2.3404761904761906,""order"":0.7777777777777777,""size"":0.25}";104.404761904762;1378;strada duzilor 2;704;strada dumbrava rosie 2;no
URG-00434;B-II-m-B-18658;"{""matched"":[0,1,3],""matchScore"":[1,0.3404761904761905,1],""exact"":2,""score"":2.3404761904761906,""order"":0.7777777777777777,""size"":0.25}";104.404761904762;1379;strada duzilor 8;710;strada dumbrava rosie 8;no
URG-00435;B-II-m-B-18553;"{""matched"":[0,1,3],""matchScore"":[1,0.3457142857142857,0.925],""exact"":1,""score"":2.270714285714286,""order"":0.7777777777777777,""size"":0.25}";104.382142857143;1380;strada duzilor 33;604;strada danielopol gheorghe 3;no
URG-00436;B-II-m-A-19670;"{""matched"":[0,2,-1,-1],""matchScore"":[1,1,0,0],""exact"":2,""score"":2,""order"":0.75,""size"":0.25}";1100;1381;strada ecaterina teodoroiu 7;1741;strada sfanta ecaterina 5;no
URG-00437;B-II-m-A-19670;"{""matched"":[0,2,-1,-1],""matchScore"":[1,1,0,0],""exact"":2,""score"":2,""order"":0.75,""size"":0.25}";1100;1382;strada ecaterina teodoroiu 16;1741;strada sfanta ecaterina 5;no
URG-00438;B-II-m-B-18909;"{""matched"":[0,2,3],""matchScore"":[1,0.3512820512820513,1],""exact"":2,""score"":2.3512820512820514,""order"":0.7777777777777777,""size"":0.25}";104.512820512821;1383;strada eclesiarhului 8;956;strada haret spiru 8;no
URG-00440;B-II-m-B-18436;"{""matched"":[0,1,-1,3],""matchScore"":[1,0.3833333333333333,0,1],""exact"":2,""score"":2.3833333333333333,""order"":1,""size"":0.25}";1039.33333333333;1384;strada elena cuza 5;492;strada clemenceau georges 5;no
URG-00441;B-II-m-B-19742;"{""matched"":[0,1,2,3],""matchScore"":[1,0.41111111111111115,0.22916666666666666,0.35],""exact"":1,""score"":1.990277777777778,""order"":1,""size"":0.25}";1043.75277777778;1385;strada elena cuza 15;1668;strada stelea spatarul 18;no
URG-00442;B-II-m-B-19065;"{""matched"":[0,1,-1,2],""matchScore"":[1,0.3535714285714286,0,1],""exact"":2,""score"":2.3535714285714286,""order"":0.7777777777777777,""size"":0.3333333333333333}";1036.35714285714;1386;strada elena cuza 25;1110;strada lizeanu 25;no
URG-00443;B-II-m-B-19746;"{""matched"":[0,1,2,3],""matchScore"":[1,0.41111111111111115,0.22916666666666666,0.35],""exact"":1,""score"":1.990277777777778,""order"":1,""size"":0.25}";1043.75277777778;1387;strada elena cuza 27;1753;strada stelea spatarul 23;no
URG-00444;B-II-m-B-19732;"{""matched"":[0,1,2,3],""matchScore"":[1,0.41111111111111115,0.22916666666666666,0.35],""exact"":1,""score"":1.990277777777778,""order"":1,""size"":0.25}";1043.75277777778;1388;strada elena cuza 35;1808;strada stelea spatarul 3a;no
URG-00445;B-II-m-B-19736;"{""matched"":[0,1,2,3],""matchScore"":[1,0.41111111111111115,0.22916666666666666,0.3333333333333333],""exact"":1,""score"":1.9736111111111112,""order"":1,""size"":0.25}";1043.73611111111;1389;strada elena cuza 40;1812;strada stelea spatarul 10;no
URG-00446;B-II-m-B-19737;"{""matched"":[0,1,3,-1],""matchScore"":[1,0.41111111111111115,0.2638888888888889,0],""exact"":1,""score"":1.675,""order"":0.7777777777777777,""size"":0.25}";1043.75;1390;strada elena cuza 42;1813;strada stelea spatarul 10a;no
URG-00447;B-II-m-B-19737;"{""matched"":[0,1,3,-1],""matchScore"":[1,0.41111111111111115,0.2638888888888889,0],""exact"":1,""score"":1.675,""order"":0.7777777777777777,""size"":0.25}";1043.75;1391;strada elena cuza 45;1813;strada stelea spatarul 10a;no
URG-00448;B-II-m-B-19737;"{""matched"":[0,1,3,-1],""matchScore"":[1,0.41111111111111115,0.2638888888888889,0],""exact"":1,""score"":1.675,""order"":0.7777777777777777,""size"":0.25}";1043.75;1392;strada elena cuza 47;1813;strada stelea spatarul 10a;no
URG-00449;B-II-m-B-19737;"{""matched"":[0,1,3,-1],""matchScore"":[1,0.41111111111111115,0.2638888888888889,0],""exact"":1,""score"":1.675,""order"":0.7777777777777777,""size"":0.25}";1043.75;1393;strada elena cuza 53;1813;strada stelea spatarul 10a;no
URG-00450;B-II-m-B-18419;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;1394;strada emanoil porumbaru 7;1526;strada porumbaru emanoil 12;no
URG-00451;B-II-m-B-18419;"{""matched"":[0,2,-1,-1],""matchScore"":[1,0.9428571428571428,0,0],""exact"":1,""score"":1.9428571428571428,""order"":0.75,""size"":0.25}";1094.28571428571;1395;strada emanuel david 2;1526;strada porumbaru emanoil 12;no
URG-00452;B-II-m-B-18419;"{""matched"":[0,2,-1,-1],""matchScore"":[1,0.9428571428571428,0,0],""exact"":1,""score"":1.9428571428571428,""order"":0.75,""size"":0.25}";1094.28571428571;1396;strada emanuel david 5;1526;strada porumbaru emanoil 12;no
URG-00453;B-II-m-A-19131;"{""matched"":[0,1,-1,3],""matchScore"":[1,0.42857142857142855,0,1],""exact"":2,""score"":2.428571428571429,""order"":1,""size"":0.25}";1043.85714285714;1397;strada emanuel david 9;1168;strada manu gheorghe 9;no
URG-00454;B-II-m-B-18704;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;1398;strada episcopul radu 6;756;strada episcopul radu 29;no
URG-00455;B-II-m-B-18705;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":1,""size"":0.25}";1110.29166666667;1399;strada episcopul radu 15;757;strada episcopul radu 53-55;no
URG-00456;B-II-m-B-18704;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;1400;strada episcopul radu 40;756;strada episcopul radu 29;no
URG-00457;B-II-m-B-18664;"{""matched"":[0,2,1,3],""matchScore"":[1,0.3833333333333333,0.21527777777777776,1],""exact"":2,""score"":2.598611111111111,""order"":0.75,""size"":0.25}";1041.48611111111;1401;strada eufrosin poteca 16;716;strada dumbrava rosie 16;no
URG-00458;B-II-m-B-18441;"{""matched"":[0,2,1,3],""matchScore"":[1,0.32916666666666666,0.27777777777777773,1],""exact"":2,""score"":2.6069444444444443,""order"":0.75,""size"":0.25}";1036.69444444444;1402;strada eufrosin poteca 22;496;strada coanda henri 22;no
URG-00459;B-II-m-B-18443;"{""matched"":[0,2,1,3],""matchScore"":[1,0.32916666666666666,0.27777777777777773,1],""exact"":2,""score"":2.6069444444444443,""order"":0.75,""size"":0.25}";1036.69444444444;1403;strada eufrosin poteca 36;498;strada coanda henri 36;no
URG-00460;B-II-m-B-18306;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;1404;strada eugeniu carada 5-7;15;strada carada eugeniu 1-3;no
URG-00461;B-II-m-B-18306;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;1405;strada eugeniu carada 7;15;strada carada eugeniu 1-3;no
URG-00462;B-II-m-B-18063;"{""matched"":[0,3,4],""matchScore"":[1,0.37678571428571433,1],""exact"":2,""score"":2.376785714285714,""order"":0.6444444444444446,""size"":0.2}";104.767857142857;1406;strada fainari 10;141;strada baia de fier 10;no
URG-00463;B-II-m-B-18572;"{""matched"":[0,2,-1],""matchScore"":[1,0.873015873015873,0],""exact"":1,""score"":1.873015873015873,""order"":0.75,""size"":0.25}";108.730158730159;1407;strada fainari 45;1747;strada sfanta vineri 5;no
URG-00464;B-II-m-B-19559;"{""matched"":[0,3,4],""matchScore"":[1,0.3666666666666667,1],""exact"":2,""score"":2.3666666666666667,""order"":0.6444444444444446,""size"":0.2}";104.666666666667;1408;strada fantanica 16;1626;strada robescu c f 16;no
URG-00465;B-II-m-B-18716;"{""matched"":[0,1,2,-1],""matchScore"":[1,0.9371428571428572,0.32916666666666666,0],""exact"":1,""score"":2.266309523809524,""order"":1,""size"":0.25}";1097.00595238095;1409;strada felicia racovita 7;773;strada felix iacob 51;no
URG-00466;B-II-m-B-18723;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.39999999999999997],""exact"":3,""score"":3.4,""order"":1,""size"":0.25}";1110.4;1410;bulevardul ferdinand i 8;780;bulevardul ferdinand i 89a;no
URG-00467;B-II-m-B-18719;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":1,""size"":0.25}";1110.35;1411;bulevardul ferdinand i 17;776;bulevardul ferdinand i 13;no
URG-00468;B-II-m-B-18723;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3055555555555555],""exact"":3,""score"":3.3055555555555554,""order"":1,""size"":0.25}";1110.30555555556;1412;bulevardul ferdinand i 29;780;bulevardul ferdinand i 89a;no
URG-00469;B-II-m-B-18718;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;1413;bulevardul ferdinand i 30;775;bulevardul ferdinand i 3;no
URG-00470;B-II-m-B-18721;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":1,""size"":0.25}";1110.33333333333;1414;bulevardul ferdinand i 41;778;bulevardul ferdinand i 31;no
URG-00471;B-II-m-B-18718;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;1415;bulevardul ferdinand i 44;775;bulevardul ferdinand i 3;no
URG-00472;B-II-m-B-18718;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;1416;bulevardul ferdinand i 47bis;775;bulevardul ferdinand i 3;no
URG-00473;B-II-m-B-18723;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3055555555555555],""exact"":3,""score"":3.3055555555555554,""order"":1,""size"":0.25}";1110.30555555556;1417;bulevardul ferdinand i 49;780;bulevardul ferdinand i 89a;no
URG-00474;B-II-m-B-18721;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":1,""size"":0.25}";1110.33333333333;1418;bulevardul ferdinand i 51;778;bulevardul ferdinand i 31;no
URG-00475;B-II-m-B-18723;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3055555555555555],""exact"":3,""score"":3.3055555555555554,""order"":1,""size"":0.25}";1110.30555555556;1419;bulevardul ferdinand i 59;780;bulevardul ferdinand i 89a;no
URG-00476;B-II-m-B-18718;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;1420;bulevardul ferdinand i 60;775;bulevardul ferdinand i 3;no
URG-00477;B-II-m-B-18718;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;1421;bulevardul ferdinand i 76;775;bulevardul ferdinand i 3;no
URG-00478;B-II-m-B-18719;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.32499999999999996],""exact"":3,""score"":3.325,""order"":1,""size"":0.25}";1110.325;1422;bulevardul ferdinand i 141;776;bulevardul ferdinand i 13;no
URG-00479;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1423;calea ferentari 72;1458;calea plevnei 72;no
URG-00480;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1424;calea ferentari 72;1458;calea plevnei 72;no
URG-00481;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1425;calea ferentari 72;1458;calea plevnei 72;no
URG-00482;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1426;calea ferentari 72;1458;calea plevnei 72;no
URG-00483;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1427;calea ferentari 72;1458;calea plevnei 72;no
URG-00484;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1428;calea ferentari 72;1458;calea plevnei 72;no
URG-00485;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1429;calea ferentari 72;1458;calea plevnei 72;no
URG-00486;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1430;calea ferentari 72;1458;calea plevnei 72;no
URG-00487;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1431;calea ferentari 72;1458;calea plevnei 72;no
URG-00488;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1432;calea ferentari 72;1458;calea plevnei 72;no
URG-00489;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1433;calea ferentari 72;1458;calea plevnei 72;no
URG-00490;B-II-m-B-19401;"{""matched"":[0,1,2],""matchScore"":[1,0.2943121693121693,1],""exact"":2,""score"":2.2943121693121693,""order"":1,""size"":0.3333333333333333}";103.943121693122;1434;calea ferentari 72;1458;calea plevnei 72;no
URG-00491;B-II-m-B-19420;"{""matched"":[0,2,3],""matchScore"":[1,0.36517857142857146,1],""exact"":2,""score"":2.3651785714285714,""order"":0.7777777777777777,""size"":0.25}";104.651785714286;1435;strada feroviarilor 1-5;1483;strada poiana florilor 15;no
URG-00492;B-II-m-B-19549;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.42500000000000004],""exact"":1,""score"":1.7874999999999999,""order"":0.6444444444444446,""size"":0.2}";104.05;1436;strada feroviarilor 6-8;1616;strada robescu c f 6;no
URG-00493;B-II-m-B-19554;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.43333333333333335],""exact"":1,""score"":1.7958333333333332,""order"":0.6444444444444446,""size"":0.2}";104.058333333333;1437;strada feroviarilor 11-13;1621;strada robescu c f 11;no
URG-00494;B-II-m-B-19546;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.3875],""exact"":1,""score"":1.7499999999999998,""order"":0.6444444444444446,""size"":0.2}";104.0125;1438;strada feroviarilor 22-24;1613;strada robescu c f 2;no
URG-00495;B-II-m-B-19546;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.3875],""exact"":1,""score"":1.7499999999999998,""order"":0.6444444444444446,""size"":0.2}";104.0125;1439;strada feroviarilor 26-28;1613;strada robescu c f 2;no
URG-00496;B-II-m-B-19547;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.39999999999999997],""exact"":1,""score"":1.7624999999999997,""order"":0.6444444444444446,""size"":0.2}";104.025;1440;strada feroviarilor 35b;1614;strada robescu c f 3;no
URG-00497;B-II-m-B-19573;"{""matched"":[0,1,2],""matchScore"":[1,0.3333333333333333,1],""exact"":2,""score"":2.333333333333333,""order"":1,""size"":0.3333333333333333}";104.333333333333;1441;strada feroviarilor 37;1641;strada roma 37;no
URG-00498;B-II-m-B-19550;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.375],""exact"":1,""score"":1.7374999999999998,""order"":0.6444444444444446,""size"":0.2}";104;1442;strada feroviarilor 47-49;1617;strada robescu c f 7;no
URG-00499;B-II-m-B-18716;"{""matched"":[0,1,3],""matchScore"":[1,0.3466666666666667,1],""exact"":2,""score"":2.3466666666666667,""order"":0.7777777777777777,""size"":0.25}";104.466666666667;1443;strada feroviarilor 51;773;strada felix iacob 51;no
URG-00500;B-II-m-B-19549;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.3875],""exact"":1,""score"":1.7499999999999998,""order"":0.6444444444444446,""size"":0.2}";104.0125;1444;strada feroviarilor 62-64;1616;strada robescu c f 6;no
URG-00501;B-II-m-B-19550;"{""matched"":[0,3,4],""matchScore"":[1,0.36249999999999993,0.38],""exact"":1,""score"":1.7424999999999997,""order"":0.6444444444444446,""size"":0.2}";104.005;1445;strada feroviarilor 78-84a;1617;strada robescu c f 7;no
URG-00502;B-II-m-B-18279;"{""matched"":[0,1,2,3],""matchScore"":[1,0.3888888888888889,0.2675,1],""exact"":2,""score"":2.656388888888889,""order"":1,""size"":0.25}";1042.56388888889;1446;strada floare rosie 7;349;strada calomfirescu radu 7;no
URG-00503;B-II-m-B-18275;"{""matched"":[0,1,2,3],""matchScore"":[1,0.3611111111111111,0.24166666666666667,1],""exact"":2,""score"":2.602777777777778,""order"":1,""size"":0.25}";1039.52777777778;1447;strada florea lazar 3;345;strada calomfirescu radu 3;no
