similarity;a_score;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;1394;strada emanoil porumbaru 7;1526;strada porumbaru emanoil 12
{"matched":[0,2,-1,-1],"matchScore":[1,0.9428571428571428,0,0],"exact":1,"score":1.9428571428571428,"order":0.75,"size":0.25};1094.2857142857142;1395;strada emanuel david 2;1526;strada porumbaru emanoil 12
{"matched":[0,2,-1,-1],"matchScore":[1,0.9428571428571428,0,0],"exact":1,"score":1.9428571428571428,"order":0.75,"size":0.25};1094.2857142857142;1396;strada emanuel david 5;1526;strada porumbaru emanoil 12
{"matched":[0,1,-1,3],"matchScore":[1,0.42857142857142855,0,1],"exact":2,"score":2.428571428571429,"order":1,"size":0.25};1043.857142857143;1397;strada emanuel david 9;1168;strada manu gheorghe 9
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;1398;strada episcopul radu 6;756;strada episcopul radu 29
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":1,"size":0.25};1110.2916666666667;1399;strada episcopul radu 15;757;strada episcopul radu 53-55
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;1400;strada episcopul radu 40;756;strada episcopul radu 29
{"matched":[0,2,1,3],"matchScore":[1,0.3833333333333333,0.21527777777777776,1],"exact":2,"score":2.598611111111111,"order":0.75,"size":0.25};1041.486111111111;1401;strada eufrosin poteca 16;716;strada dumbrava rosie 16
{"matched":[0,2,1,3],"matchScore":[1,0.32916666666666666,0.27777777777777773,1],"exact":2,"score":2.6069444444444443,"order":0.75,"size":0.25};1036.6944444444446;1402;strada eufrosin poteca 22;496;strada coanda henri 22
{"matched":[0,2,1,3],"matchScore":[1,0.32916666666666666,0.27777777777777773,1],"exact":2,"score":2.6069444444444443,"order":0.75,"size":0.25};1036.6944444444446;1403;strada eufrosin poteca 36;498;strada coanda henri 36
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;1404;strada eugeniu carada 5-7;15;strada carada eugeniu 1-3
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;1405;strada eugeniu carada 7;15;strada carada eugeniu 1-3
{"matched":[0,3,4],"matchScore":[1,0.37678571428571433,1],"exact":2,"score":2.376785714285714,"order":0.6444444444444446,"size":0.2};104.76785714285714;1406;strada fainari 10;141;strada baia de fier 10
{"matched":[0,2,-1],"matchScore":[1,0.873015873015873,0],"exact":1,"score":1.873015873015873,"order":0.75,"size":0.25};108.73015873015873;1407;strada fainari 45;1747;strada sfanta vineri 5
{"matched":[0,3,4],"matchScore":[1,0.3666666666666667,1],"exact":2,"score":2.3666666666666667,"order":0.6444444444444446,"size":0.2};104.66666666666667;1408;strada fantanica 16;1626;strada robescu c f 16
{"matched":[0,1,2,-1],"matchScore":[1,0.9371428571428572,0.32916666666666666,0],"exact":1,"score":2.266309523809524,"order":1,"size":0.25};1097.0059523809525;1409;strada felicia racovita 7;773;strada felix iacob 51
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.39999999999999997],"exact":3,"score":3.4,"order":1,"size":0.25};1110.4;1410;bulevardul ferdinand i 8;780;bulevardul ferdinand i 89a
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};1110.35;1411;bulevardul ferdinand i 17;776;bulevardul ferdinand i 13
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3055555555555555],"exact":3,"score":3.3055555555555554,"order":1,"size":0.25};1110.3055555555557;1412;bulevardul ferdinand i 29;780;bulevardul ferdinand i 89a
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1110.425;1413;bulevardul ferdinand i 30;775;bulevardul ferdinand i 3
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};1110.3333333333333;1414;bulevardul ferdinand i 41;778;bulevardul ferdinand i 31
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;1415;bulevardul ferdinand i 44;775;bulevardul ferdinand i 3
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;1416;bulevardul ferdinand i 47bis;775;bulevardul ferdinand i 3
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3055555555555555],"exact":3,"score":3.3055555555555554,"order":1,"size":0.25};1110.3055555555557;1417;bulevardul ferdinand i 49;780;bulevardul ferdinand i 89a
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};1110.3333333333333;1418;bulevardul ferdinand i 51;778;bulevardul ferdinand i 31
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3055555555555555],"exact":3,"score":3.3055555555555554,"order":1,"size":0.25};1110.3055555555557;1419;bulevardul ferdinand i 59;780;bulevardul ferdinand i 89a
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;1420;bulevardul ferdinand i 60;775;bulevardul ferdinand i 3
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;1421;bulevardul ferdinand i 76;775;bulevardul ferdinand i 3
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.32499999999999996],"exact":3,"score":3.325,"order":1,"size":0.25};1110.325;1422;bulevardul ferdinand i 141;776;bulevardul ferdinand i 13
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1423;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1424;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1425;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1426;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1427;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1428;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1429;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1430;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1431;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1432;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1433;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,0.2943121693121693,1],"exact":2,"score":2.2943121693121693,"order":1,"size":0.3333333333333333};103.9431216931217;1434;calea ferentari 72;1458;calea plevnei 72
{"matched":[0,2,3],"matchScore":[1,0.36517857142857146,1],"exact":2,"score":2.3651785714285714,"order":0.7777777777777777,"size":0.25};104.65178571428571;1435;strada feroviarilor 1-5;1483;strada poiana florilor 15
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.42500000000000004],"exact":1,"score":1.7874999999999999,"order":0.6444444444444446,"size":0.2};104.05;1436;strada feroviarilor 6-8;1616;strada robescu c f 6
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.43333333333333335],"exact":1,"score":1.7958333333333332,"order":0.6444444444444446,"size":0.2};104.05833333333334;1437;strada feroviarilor 11-13;1621;strada robescu c f 11
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.3875],"exact":1,"score":1.7499999999999998,"order":0.6444444444444446,"size":0.2};104.0125;1438;strada feroviarilor 22-24;1613;strada robescu c f 2
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.3875],"exact":1,"score":1.7499999999999998,"order":0.6444444444444446,"size":0.2};104.0125;1439;strada feroviarilor 26-28;1613;strada robescu c f 2
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.39999999999999997],"exact":1,"score":1.7624999999999997,"order":0.6444444444444446,"size":0.2};104.025;1440;strada feroviarilor 35b;1614;strada robescu c f 3
{"matched":[0,1,2],"matchScore":[1,0.3333333333333333,1],"exact":2,"score":2.333333333333333,"order":1,"size":0.3333333333333333};104.33333333333333;1441;strada feroviarilor 37;1641;strada roma 37
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.375],"exact":1,"score":1.7374999999999998,"order":0.6444444444444446,"size":0.2};104;1442;strada feroviarilor 47-49;1617;strada robescu c f 7
{"matched":[0,1,3],"matchScore":[1,0.3466666666666667,1],"exact":2,"score":2.3466666666666667,"order":0.7777777777777777,"size":0.25};104.46666666666667;1443;strada feroviarilor 51;773;strada felix iacob 51
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.3875],"exact":1,"score":1.7499999999999998,"order":0.6444444444444446,"size":0.2};104.0125;1444;strada feroviarilor 62-64;1616;strada robescu c f 6
{"matched":[0,3,4],"matchScore":[1,0.36249999999999993,0.38],"exact":1,"score":1.7424999999999997,"order":0.6444444444444446,"size":0.2};104.005;1445;strada feroviarilor 78-84a;1617;strada robescu c f 7
{"matched":[0,1,2,3],"matchScore":[1,0.3888888888888889,0.2675,1],"exact":2,"score":2.656388888888889,"order":1,"size":0.25};1042.5638888888889;1446;strada floare rosie 7;349;strada calomfirescu radu 7
{"matched":[0,1,2,3],"matchScore":[1,0.3611111111111111,0.24166666666666667,1],"exact":2,"score":2.602777777777778,"order":1,"size":0.25};1039.5277777777778;1447;strada florea lazar 3;345;strada calomfirescu radu 3
{"matched":[0,1,2],"matchScore":[1,1,0.32499999999999996],"exact":2,"score":2.325,"order":1,"size":0.3333333333333333};110.325;1448;calea floreasca 11;790;calea floreasca 159
{"matched":[0,1,2],"matchScore":[1,1,0.32499999999999996],"exact":2,"score":2.325,"order":1,"size":0.3333333333333333};110.325;1449;calea floreasca 19;790;calea floreasca 159
{"matched":[0,3,2,-1,4],"matchScore":[1,0.36875,1,0,0.925],"exact":2,"score":3.29375,"order":0.7,"size":0.2};10469.675;1450;strada foisorul de foc 1;135;strada baia de fier 1a
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;1451;strada franceza 7;281;strada franceza 9
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1452;strada franceza 19;824;strada franceza 11
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1453;strada franceza 46;840;strada franceza 40
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};110.33333333333333;1454;strada franceza 56;828;strada franceza 16
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};110.33333333333333;1455;strada franceza 58;830;strada franceza 18
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1456;strada franceza 64;844;strada franceza 62
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1457;strada franceza 66;844;strada franceza 62
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1458;strada frumoasa 12;821;strada frumoasa 16
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1459;strada frumoasa 20;846;strada frumoasa 24
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1460;strada frumoasa 29;846;strada frumoasa 24
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;1461;strada frumoasa 35;848;strada frumoasa 33
{"matched":[0,1,3],"matchScore":[1,0.29365079365079366,1],"exact":2,"score":2.2936507936507935,"order":0.7777777777777777,"size":0.25};103.93650793650794;1462;soseaua fundeni 2;301;soseaua bucuresti ploiesti 2
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;1463;strada gabroveni 10;527;strada gabroveni 
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;1464;strada gabroveni 18;527;strada gabroveni 
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;1465;strada gabroveni 20;527;strada gabroveni 
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;1466;strada gabroveni 57;527;strada gabroveni 
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;1467;strada gabroveni 61;527;strada gabroveni 
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;1468;strada gala galaction 24;852;strada gala galaction 51
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};1110.35;1469;strada gala galaction 54;852;strada gala galaction 51
{"matched":[0,3,4],"matchScore":[1,0.35185185185185186,0.9555555555555555],"exact":1,"score":2.3074074074074074,"order":0.6444444444444446,"size":0.2};104.47407407407407;1470;strada garibaldi 26a;1691;strada rosetti c a 26
{"matched":[0,2,1,3],"matchScore":[1,0.375,0.22685185185185186,0.35],"exact":1,"score":1.9518518518518517,"order":0.75,"size":0.25};1040.1185185185184;1471;strada drumul gazarului 25;1514;strada popa rusu 24
{"matched":[0,1,2],"matchScore":[1,0.35654761904761906,1],"exact":2,"score":2.3565476190476193,"order":1,"size":0.3333333333333333};104.56547619047619;1472;strada gazelei 30;365;strada cameliei 30
{"matched":[0,1,3],"matchScore":[1,0.33809523809523806,1],"exact":2,"score":2.338095238095238,"order":0.7777777777777777,"size":0.25};104.38095238095238;1473;strada gazelei 32;1214;strada matei voievod 32
{"matched":[0,3,4],"matchScore":[1,0.35714285714285715,1],"exact":2,"score":2.357142857142857,"order":0.6444444444444446,"size":0.2};104.57142857142857;1474;strada gazelei 35;1693;strada rosetti c a 35
{"matched":[0,2,3],"matchScore":[1,0.3952380952380952,0.3333333333333333],"exact":1,"score":1.7285714285714284,"order":0.7777777777777777,"size":0.25};104.28571428571428;1475;strada gazelei 47;207;strada biserica amzei 5-7
{"matched":[0,2,1,4],"matchScore":[1,1,0.3028571428571429,1],"exact":3,"score":3.302857142857143,"order":0.7,"size":0.2};1104.0285714285715;1476;strada george murgoci 9;1278;strada mirea george demetrescu 9
{"matched":[0,2,1,-1],"matchScore":[1,1,0.21666666666666667,0],"exact":2,"score":2.216666666666667,"order":0.6666666666666667,"size":0.25};1102.1666666666667;1477;strada georges bizet 9;491;strada clemenceau georges 2
{"matched":[0,2,1,3],"matchScore":[1,1,0.3371212121212121,0.42500000000000004],"exact":2,"score":2.7621212121212118,"order":0.75,"size":0.25};1103.796212121212;1478;strada gheorghe cantacuzino 3;1171;strada manu gheorghe 31
{"matched":[0,2,1,-1,-1],"matchScore":[1,1,0.36111111111111116,0,0],"exact":2,"score":2.361111111111111,"order":0.7333333333333334,"size":0.25};11036.111111111111;1479;bulevardul gheorghe i duca 2;1833;bulevardul sincai gheorghe 4
{"matched":[0,2,1,3],"matchScore":[1,1,0.27037037037037037,0.2916666666666667],"exact":2,"score":2.562037037037037,"order":0.75,"size":0.25};1102.9953703703704;1480;strada gheorghe lazar 9a-9b;1186;strada marinescu gheorghe 19
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;1481;bulevardul gheorghe magheru 9;801;bulevardul magheru gheorghe 8
{"matched":[0,2,1,3],"matchScore":[1,1,0.26111111111111107,1],"exact":3,"score":3.261111111111111,"order":0.75,"size":0.25};1103.611111111111;1482;strada gheorghe manea 13;624;strada demetriade gheorghe 1-3
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;1483;strada gheorghe manu 6;1167;strada manu gheorghe 7
{"matched":[0,1,2,4],"matchScore":[1,0.2847222222222222,0.2638888888888889,1],"exact":2,"score":2.548611111111111,"order":0.8499999999999999,"size":0.2};1032.111111111111;1484;intrarea gheorghe manu 1;373;intrarea caragiale ion luca 1
{"matched":[0,2,1,3],"matchScore":[1,1,0.37597883597883597,0.35],"exact":2,"score":2.725978835978836,"order":0.75,"size":0.25};1104.1097883597884;1485;bulevardul gheorghe marinescu 15;847;bulevardul magheru gheorghe 10
{"matched":[0,2,1,3],"matchScore":[1,1,0.31666666666666665,0.3875],"exact":2,"score":2.7041666666666666,"order":0.75,"size":0.25};1103.5541666666668;1486;strada gheorghe negel 39-43;604;strada danielopol gheorghe 3
{"matched":[0,2,1,-1,-1,3],"matchScore":[1,1,0.36666666666666664,0,0,0.42500000000000004],"exact":2,"score":2.791666666666667,"order":0.6666666666666665,"size":0.25};110367.09166666667;1487;strada gheorghe pop de basesti 1;1484;strada polizu gheorghe 1-7
{"matched":[0,2,1,-1,-1,-1],"matchScore":[1,1,0.36666666666666664,0,0,0],"exact":2,"score":2.3666666666666667,"order":0.7777777777777779,"size":0.25};110366.66666666667;1488;strada gheorghe pop de basesti 6;1484;strada polizu gheorghe 1-7
{"matched":[0,2,-1,1,-1,3],"matchScore":[1,1,0,0.39333333333333337,0,1],"exact":3,"score":3.3933333333333335,"order":0.5833333333333333,"size":0.25};110040.33333333333;1489;strada gheorghe pop de basesti 13;624;strada demetriade gheorghe 1-3
{"matched":[0,2,1,-1,-1,-1],"matchScore":[1,1,0.36666666666666664,0,0,0],"exact":2,"score":2.3666666666666667,"order":0.7777777777777779,"size":0.25};110366.66666666667;1490;strada gheorghe pop de basesti 21;1484;strada polizu gheorghe 1-7
