levenshtein_distance;lie_index;lie_add;lmi_index;lmi_add
1;0;bulevardul aviatorilor 65;112;bulevardul aviatorilor 5
1;1;strada baniei 5;171;strada baniei 3
1;2;strada baratiei 35;179;strada baratiei 33
9;3;strada barbu mumuleanu 11;149;strada barasch iuliu 11
1;4;strada blanari 21;159;strada blanari 2
5;5;strada busolei 10;172;strada baniei 11
7;6;strada c a rosetti 25;515;strada coltei 25
7;7;strada c a rosetti 44;522;strada coltei 44
1;8;bulevardul carol i 17;382;bulevardul carol i 27
1;9;strada covaci 1;563;strada covaci 
1;10;strada covaci 6;563;strada covaci 
1;11;strada covaci 19;564;strada covaci 16
9;12;strada d i mendeleev 2;1243;strada mendeleev d i 29
2;13;calea floreasca 112;790;calea floreasca 159
1;14;strada franceza 22;825;strada franceza 12
3;15;strada franceza 38-42;822;strada franceza 2-4
1;16;strada franceza 54;827;strada franceza 14
1;17;strada franceza 60;831;strada franceza 20
2;18;strada gabroveni 55;527;strada gabroveni 
8;19;strada gheorghe manea 15;322;strada burghelea 15
13;20;bulevardul gheorghe marinescu 3;249;bulevardul botev hristo 3
5;21;strada ghiocei 25;515;strada coltei 25
10;22;strada grigore alexandrescu 78;1650;strada romano alexandru 8
1;23;calea grivitei 143;894;calea grivitei 13
4;24;strada halelor 5;951;strada halmeu 5
4;25;strada halelor 7;952;strada halmeu 7
6;26;strada halelor 13-15;953;strada halmeu 11-13
4;27;strada halelor 17;954;strada halmeu 17
9;28;bulevardul i c bratianu 5;1;bulevardul bratianu i c 1
13;29;strada ienachita vacarescu 36;721;strada elias jacques 3
9;30;strada ion brezoianu 44;294;strada brezoianu ion 1
9;31;strada ion florescu 13;796;strada florescu ion 1
10;32;bulevardul ion mihalache 68;1253;bulevardul mihalache ion 10
9;33;bulevardul ion mihalache 181;1253;bulevardul mihalache ion 10
7;34;strada ion neculce 74;1010;strada iorga nicolae 7
10;35;strada iuliu barasch 12;714;strada dumbrava rosie 12
11;36;bulevardul lascar catargiu 15a;552;bulevardul cosbuc george 15a
11;37;bulevardul lascar catargiu 48;1833;bulevardul sincai gheorghe 4
4;38;strada lipova 24;1072;strada lipscani 24
1;39;strada lipscani 79;1050;strada lipscani 77
1;40;strada lipscani 46;0;strada lipscani 16
1;41;strada lipscani 38;3;strada lipscani 32
8;42;strada louis pasteur 30;1103;strada lister 32
9;43;strada maria rosetti 55;151;strada barierei 39
9;44;strada maria rosetti 8a;151;strada barierei 39
9;45;strada mihai eminescu 17;954;strada halmeu 17
9;46;strada mihai eminescu 37;1248;strada mihai voda 7
13;47;bulevardul nicolae balcescu 25;264;bulevardul botev hristo 25
9;48;strada nicolae iorga 31;500;strada coltei 1
4;49;strada occidentului 53-55;1352;strada occidentului 8-10
2;50;strada paleologu 3;1337;strada paleologu 12
8;51;strada petre cretu 68;185;strada berechet 10a
1;52;strada plantelor 45;1446;strada plantelor 4
1;53;strada plantelor 20;1448;strada plantelor 40
6;54;strada plugarilor 46;1412;strada paris 46
3;55;strada polona 24-26;1499;strada polona 22
5;56;strada principatele unite 38-40;1538;strada principatele unite 63
6;57;strada profesorilor 10;653;strada docentilor 10
0;58;bulevardul regina maria 36-38;1177;bulevardul regina maria 36-38
0;59;bulevardul regina elisabeta 21;611;bulevardul regina elisabeta 21
0;60;bulevardul regina elisabeta 47;737;bulevardul regina elisabeta 47
5;61;intrarea roma 3;1342;intrarea noptii 3
0;62;piata romana 5;1646;piata romana 5
5;63;strada salcamilor 12;1769;strada sfintilor 12
1;64;strada sapientei 3;1712;strada sapientei 4
6;65;strada sepcari 12-14;236;strada blanari 10-12
4;66;strada sepcari 16;0;strada lipscani 16
1;67;strada sfantul elefterie 11;1751;strada sfantul elefterie 1
2;68;strada silvestru 79;880;strada silvestru 38
4;69;strada sperantei 27;1802;strada sperantei 42-46
1;70;strada stavropoleos 8;14;strada stavropoleos 3
12;71;soseaua stefan cel mare 33;886;soseaua iancului 3
11;72;strada stefan mihaileanu 11b;1814;strada stelea spatarul 11b
1;73;strada stirbei voda 17;1841;strada stirbei voda 97
7;74;strada vasile paun 5;1317;strada movila ion 5
9;75;strada vasile stroescu 6;1066;strada silvestru 36
2;76;calea victoriei 128a;1919;calea victoriei 12
3;77;calea victoriei 33-35;1924;calea victoriei 33
6;78;strada viesparilor 26;1952;strada visarion 4-6
2;79;strada academiei 1;7;strada academiei 22
2;80;strada academiei 15;6;strada academiei 3-5
2;81;strada academiei 19-21;8;strada academiei 39-41
11;82;strada alexandru beldiman 1;17;strada alecsandri vasile 5
13;83;bulevardul alexandru ioan cuza 9;147;bulevardul banul manta 9
14;84;piata alexandru lahovari 5a;36;aleea alexandru 5
11;85;strada alexandru xenopol 3;17;strada alecsandri vasile 5
4;86;strada arcului 4;148;strada banului 3
2;87;strada armeneasca 17a;84;strada armeneasca 10
2;88;strada armeneasca 28;84;strada armeneasca 10
3;89;strada armeneasca 28a;84;strada armeneasca 10
8;90;strada aurel vlaicu 55;127;strada avram iancu 1
2;91;strada bacani 3-5;160;strada bacani 3
1;92;strada baia de fier 1;135;strada baia de fier 1a
0;93;strada baia de fier 1a;135;strada baia de fier 1a
5;94;strada baltagului 17;811;strada fluviului 17
1;95;strada baniei 1;171;strada baniei 3
1;96;strada baratiei 29;178;strada baratiei 27
1;97;strada baratiei 37;178;strada baratiei 27
2;98;strada baratiei 41;178;strada baratiei 27
2;99;strada baratiei 42b;178;strada baratiei 27
2;100;strada baratiei 44;178;strada baratiei 27
2;101;strada baratiei 50;178;strada baratiei 27
3;102;strada batiste 5;152;strada batistei 13
1;103;strada batiste 14;153;strada batistei 14
6;104;strada bibescu voda 24;1429;strada patrascu voda 14
1;105;strada biserica amzei 8;208;strada biserica amzei 6
3;106;strada biserica enei 14;213;strada biserica amzei 14
1;107;strada blanari 10;230;strada blanari 1
1;108;strada blanari 11;230;strada blanari 1
1;109;strada blanari 13;230;strada blanari 1
1;110;strada bocsa 3;240;strada bocsa 2
3;111;strada boteanu 3a-3b;245;strada botea 3-3a-3b
4;112;strada brazilia 56;278;strada brailita 28
1;113;strada buzesti 32a;328;strada buzesti 32
1;114;strada buzesti 48;330;strada buzesti 44
7;115;strada c a rosetti 27;517;strada coltei 27
7;116;strada c a rosetti 42;521;strada coltei 42
7;117;strada c a rosetti 43;478;strada cauzasi 43
8;118;strada c a rosetti 43a;478;strada cauzasi 43
11;119;strada caderea bastiliei 5;360;strada cameliei 1
10;120;strada caderea bastiliei 16;1430;strada parvan vasile 12
1;121;strada caimatei 18;333;strada caimatei 1
1;122;calea calarasilor 99;419;calea calarasilor 59
3;123;strada calusei 4;503;strada coltei 4
1;124;strada cameliei 3;360;strada cameliei 1
1;125;strada cameliei 4;360;strada cameliei 1
1;126;strada cameliei 7;360;strada cameliei 1
1;127;strada cameliei 35;365;strada cameliei 30
1;128;bulevardul carol i 47;376;bulevardul carol i 4
1;129;bulevardul carol i 51;388;bulevardul carol i 53
1;130;bulevardul carol i 63;377;bulevardul carol i 6
1;131;bulevardul carol i 76;377;bulevardul carol i 6
4;132;bulevardul carol i 40-42;376;bulevardul carol i 4
7;133;soseaua chitilei 73;886;soseaua iancului 3
1;134;strada coltei 14;500;strada coltei 1
13;135;strada constantin balacescu 12;531;strada constaninescu alexandru 42
13;136;strada constantin balacescu 28;530;strada constaninescu alexandru 38
12;137;strada constantin mille 14-16;641;strada doamnei 14-16
12;138;strada constantintin silvestri 1;534;strada constaninescu mitrita 1
8;139;strada costache negri 10;495;strada coanda henri 11
9;140;strada d i mendeleev 26;1243;strada mendeleev d i 29
10;141;strada d i mendeleev 17;84;strada armeneasca 10
1;142;bulevardul dacia 43;592;bulevardul dacia 83
1;143;bulevardul dacia 53;578;bulevardul dacia 56
1;144;bulevardul dacia 102;354;bulevardul dacia 101
1;145;bulevardul dacia 37;584;bulevardul dacia 67
1;146;strada dianei 2;626;strada dianei 9
1;147;strada dianei 5;626;strada dianei 9
14;148;strada dimitrie bolintineanu 5;1256;strada miile constantin 1
11;149;strada dimitrie onciul 29;621;strada demarat zossima 2
11;150;strada dimitrie salmen 28;13;strada biserica amzei 22
10;151;strada dionisie lupu 53;1675;strada romulus 53
10;152;strada dionisie lupu 55;1000;strada ionescu tache 25
1;153;calea dorobantilor 99;666;calea dorobantilor 39
3;154;strada drobeta 3-5;670;strada drobeta 11
1;155;strada eforiei 8;718;strada eforiei 2
7;156;strada elena cuza 10;84;strada armeneasca 10
11;157;strada emanoil bacaloglu 2;610;strada davila carol 4
9;158;strada episcopul chesarie 18;756;strada episcopul radu 29
10;159;strada eugeniu carada 3;567;strada cristian radu 3
9;160;strada felicia racovita 5;773;strada felix lacob 51
2;161;bulevardul ferdinand i 87;775;bulevardul ferdinand i 3
2;162;calea floreasca 145;790;calea floreasca 159
7;163;strada fluierului 17-17b;811;strada fluviului 17
1;164;strada franceza 6;281;strada franceza 9
1;165;strada franceza 52;825;strada franceza 12
2;166;strada gabroveni 22;527;strada gabroveni 
2;167;strada gabroveni 59;527;strada gabroveni 
2;168;strada gabroveni 12;527;strada gabroveni 
7;169;strada garii de nord 6-8;855;piata garii de nord 1
9;170;strada george enescu 5;85;strada armeneasca 35
9;171;strada george enescu 21;860;strada georgescu mihail 21
12;172;bulevardul gheorghe magheru 22;395;bulevardul catargiu lascar 12
11;173;bulevardul gheorghe magheru 29;398;bulevardul catargiu lascar 29
12;174;bulevardul gheorghe magheru 27;397;bulevardul catargiu lascar 21
12;175;bulevardul gheorghe magheru 6-8;801;bulevardul magheru gheorghe 8
8;176;strada gina patrichi 5;1417;strada patriei 3
9;177;strada gina patrichi 6a;1417;strada patriei 3
6;178;soseaua giurgiului 38;886;soseaua iancului 3
10;179;strada grigore alexandrescu 70;1651;strada romano alexandru 10
10;180;strada grigore cobalcescu 6;882;strada grigorescu eremia 3
9;181;strada grigore cobalcescu 16;887;strada grigorescu eremia 16
10;182;strada grigore cobalcescu 27;888;strada grigorescu eremia 26
10;183;strada grigore cobalcescu 30;882;strada grigorescu eremia 3
10;184;strada grigore cobalcescu 38;882;strada grigorescu eremia 3
11;185;strada grigore cobalcescu 41;882;strada grigorescu eremia 3
11;186;strada grigore cobalcescu 43a;882;strada grigorescu eremia 3
11;187;strada grigore cobalcescu 51;882;strada grigorescu eremia 3
1;188;calea grivitei 103;894;calea grivitei 13
4;189;calea grivitei 107-109;934;calea grivitei 115-117
1;190;calea grivitei 125;932;calea grivitei 105
1;191;calea grivitei 238;896;calea grivitei 23
4;192;strada halelor 1;950;strada halmeu 1
5;193;strada halelor 3;99;strada atena 3
6;194;strada iacob felix 12;970;strada icoanei 12
9;195;strada iacob negruzzi 32;970;strada icoanei 12
8;196;strada ilarie chendi 17;495;strada coanda henri 11
12;197;strada ioan budai deleanu 2;496;strada coanda henri 22
8;198;strada ioan filitti 6;505;strada coltei 6
9;199;strada ion andreescu 5;1724;strada scarlatescu 51
8;200;strada ion andreescu 24;1514;strada popa rusu 24
10;201;strada ion andreescu 26a;497;strada coanda henri 26
9;202;strada ion brezoianu 6;294;strada brezoianu ion 1
9;203;strada ion brezoianu 38;294;strada brezoianu ion 1
9;204;strada ion brezoianu 38a;294;strada brezoianu ion 1
9;205;strada ion brezoianu 46;294;strada brezoianu ion 1
9;206;strada ion campineanu 9;479;strada campineanu ion 2
8;207;strada ion campineanu 12;479;strada campineanu ion 2
8;208;strada ion campineanu 22;479;strada campineanu ion 2
4;209;strada ion ghica 3;632;strada doamna ghica 3
10;210;strada ion luca caragiale 28;996;strada ionescu grigore 28
5;211;intrarea italiana 4;224;intrarea bitolia 5
12;212;strada jean louis calderon 22;227;strada blank louis 22
13;213;strada jean louis calderon 36;226;strada blank louis 9a
13;214;strada jean louis calderon 59;226;strada blank louis 9a
13;215;strada jean louis calderon 61;226;strada blank louis 9a
12;216;strada jean louis calderon 2;226;strada blank louis 9a
15;217;strada joliot frederic curie 15;802;strada florescu ion 15
8;218;strada joseph lister 11;1098;strada lister 17
9;219;strada jules michelet 1;317;strada burghelea 1
2;220;strada justitiei 29;1026;strada justitiei 36
3;221;strada labirint 31;1058;strada labirint 108
11;222;bulevardul lascar catargiu 44;1833;bulevardul sincai gheorghe 4
9;223;strada leonida varnali 17;1128;strada londra 17
1;224;strada lipscani 70;1034;strada lipscani 30
1;225;strada lipscani 75;1050;strada lipscani 77
1;226;strada lipscani 12;0;strada lipscani 16
1;227;strada lipscani 21;1069;strada lipscani 1
1;228;strada lipscani 29;1072;strada lipscani 24
3;229;strada lipscani 31-33;1070;strada lipscani 17-23
1;230;strada lipscani 57;1050;strada lipscani 77
1;231;strada lipscani 61;1069;strada lipscani 1
1;232;strada lipscani 94;1072;strada lipscani 24
1;233;strada lizeanu 18;812;strada lizeanu 13
1;234;strada lizeanu 19a;1106;strada lizeanu 19
3;235;strada logofatul luca stroici 1;1117;strada logofatul luca stroici 33a
3;236;strada logofatul luca stroici 7;1117;strada logofatul luca stroici 33a
3;237;strada londra 16-20;11;strada londra 16
3;238;strada lunii 2;1778;strada slanic 2
3;239;strada lunii 8;1781;strada slanic 8
2;240;strada mantuleasa 42;1232;strada mantuleasa 10
9;241;strada maria rosetti 10;141;strada baia de fier 10
9;242;strada maria rosetti 53;151;strada barierei 39
5;243;strada matasari 12;103;strada atena 12
5;244;strada matasari 44;153;strada batistei 14
1;245;strada matei basarab 31;1205;strada matei basarab 51
2;246;strada matei voievod 18;1213;strada matei voievod 31
9;247;strada mihai eminescu 37;1248;strada mihai voda 7
9;248;strada mihai eminescu 159;1252;strada mihai voda 15
9;249;strada mihai eminescu 173;1251;strada mihai voda 13
16;250;bulevardul mihail kogalniceanu 15-17;165;bulevardul balcescu nicolae 17-19
13;251;bulevardul mihail kogalniceanu 23;1254;bulevardul mihalache ion 20
8;252;strada poiana narciselor 7;1483;strada poiana florilor 15
13;253;bulevardul mihail kogalniceanu 29;1254;bulevardul mihalache ion 20
13;254;bulevardul mihail kogalniceanu 30;1253;bulevardul mihalache ion 10
14;255;bulevardul mihail kogalniceanu 43;765;bulevardul eroii sanitari 73
13;256;bulevardul mihail kogalniceanu 49;1726;bulevardul schitu magureanu 19
14;257;bulevardul mihail kogalniceanu 51;761;bulevardul eroii sanitari 59
4;258;strada mihail moxa 2;1247;strada mihai voda 5
4;259;strada mihail moxa 14;1250;strada mihai voda 11
4;260;strada mihail moxa 18;1250;strada mihai voda 11
11;261;strada mircea vulcanescu 32a;1722;strada scarlatescu 20
10;262;strada mircea vulcanescu 66;1271;strada mircea cel batran 16
11;263;strada mircea vulcanescu 74;1271;strada mircea cel batran 16
1;264;aleea modrogan 14;1283;aleea modrogan 1
1;265;calea mosilor 96;1275;calea mosilor 91
2;266;calea mosilor 131;1261;calea mosilor 71
1;267;calea mosilor 149;1287;calea mosilor 19
6;268;intrarea nestorel 5;224;intrarea bitolia 5
13;269;bulevardul nicolae balcescu 7;252;bulevardul botev hristo 7
13;270;bulevardul nicolae balcescu 30;268;bulevardul botev hristo 30
15;271;bulevardul nicolae balcescu 32-34;383;bulevardul carol i 31-33
10;272;strada nicolae golescu 5;1245;strada michelet jules 8
13;273;bulevardul nicolae grigorescu 41;1833;bulevardul sincai gheorghe 4
8;274;strada nicolae iorga 22;513;strada coltei 22
12;275;strada nicolae mavrogheni 15;495;strada coanda henri 11
10;276;strada nicolae tonitza 3;502;strada coltei 3
10;277;strada nicolae tonitza 11;867;strada ghica ion 11
11;278;intrarea nicolae vermont 6;57;intrarea alexe marin 6
5;279;strada ostasilor 4;782;strada fetitelor 4
12;280;bulevardul pache protopopescu 66;1544;bulevardul protopopescu pache 6
13;281;bulevardul pache protopopescu 91;1541;bulevardul protopopescu pache 2
13;282;bulevardul pache protopopescu 113;1539;bulevardul protopopescu pache 1-3
13;283;piata pache protopopescu 11;1552;piata protopopescu pache 3
2;284;soseaua panduri 36;683;soseaua panduri 28
2;285;soseaua panduri 90;683;soseaua panduri 28
0;286;strada patrascu voda 5;693;strada patrascu voda 5
0;287;strada patrascu voda 7;1426;strada patrascu voda 7
0;288;strada patrascu voda 8;1427;strada patrascu voda 8
5;289;strada pitar mos 27;1406;strada paris 27
6;290;strada pitar mos 29;1404;strada paris 21
1;291;strada plantelor 47;1446;strada plantelor 4
1;292;strada plantelor 45;1446;strada plantelor 4
2;293;calea plevnei 1;1375;calea plevnei 134
4;294;strada poenaru bordea 12-14;1482;strada poenaru bordea 2
2;295;strada poenaru bordea 16;1482;strada poenaru bordea 2
7;296;strada poiana narciselor 5;1483;strada poiana florilor 15
1;297;strada polona 70;1492;strada polona 10
6;298;strada popisteanu 10;812;strada lizeanu 13
8;299;strada precupetii vechi 51;406;strada cavafii vechi 11
5;300;strada radu cristian 4;1843;strada teii cristian 9
13;301;strada radu de la afumati 27;1566;strada radu voda 24a
13;302;strada radu de la afumati 53;136;strada baia de fier 3
1;303;calea rahovei 63;1575;calea rahovei 163
2;304;bulevardul regina maria 33-35;1177;bulevardul regina maria 36-38
1;305;bulevardul regina elisabeta 24;611;bulevardul regina elisabeta 21
1;306;bulevardul regina elisabeta 35;723;bulevardul regina elisabeta 3
1;307;bulevardul regina elisabeta 44;735;bulevardul regina elisabeta 41
1;308;bulevardul regina elisabeta 69;726;bulevardul regina elisabeta 9
2;309;bulevardul regina maria 33-35;1177;bulevardul regina maria 36-38
1;310;bulevardul regina maria 33;1175;bulevardul regina maria 32
1;311;piata romana 9;1645;piata romana 1
1;312;strada romulus 28;1632;strada romulus 18
2;313;strada ronda 10;1125;strada londra 10
5;314;strada sabinelor 90;1767;strada sfintilor 9
1;315;strada sapientei 1;1712;strada sapientei 4
1;316;strada sapientei 1;1712;strada sapientei 4
9;317;strada scarlat varnav 33;1722;strada scarlatescu 20
2;318;bulevardul schitu magureanu 3;1726;bulevardul schitu magureanu 19
8;319;intrarea sectorului 18;1728;intrarea sevastopol 1
3;320;strada selari 22;1358;strada olari 32
5;321;strada semilunei 8;1823;strada scoalei 8
5;322;strada sepcari 10;0;strada lipscani 16
2;323;calea serban voda 139;1825;calea serban voda 29
1;324;calea serban voda 180;1830;calea serban voda 183
7;325;strada sfantul constantin 1;1256;strada miile constantin 1
7;326;strada sfantul constantin 31;1350;strada nottara constantin 31
2;327;strada sfintii apostoli 35;1759;strada sfintii apostoli 1
11;328;strada sipotul fantanilor 5;1446;strada plantelor 4
6;329;intrarea slobozia 6;224;intrarea bitolia 5
1;330;strada smardan 18;1788;strada smardan 11
2;331;strada smardan 26;1785;strada smardan 3
1;332;strada spatarului 1;1799;strada spatarului 3
1;333;strada spatarului 36;1799;strada spatarului 3
3;334;strada sperantei 24;1802;strada sperantei 42-46
12;335;soseaua stefan cel mare 31;886;soseaua iancului 3
9;336;strada stefan luchian 3;148;strada banului 3
10;337;strada stefan luchian 12c;1868;strada traian 121
11;338;strada stefan mihaileanu 8;1810;strada stelea spatarul 8
2;339;strada stelea spataru 17;1668;strada stelea spatarul 18
2;340;strada stirbei voda 16;1839;strada stirbei voda 35
2;341;strada stirbei voda 20;1839;strada stirbei voda 35
2;342;strada stirbei voda 22;1839;strada stirbei voda 35
2;343;strada stirbei voda 126;1842;strada stirbei voda 152
9;344;strada drumul taberei 30;1221;strada mamulari 3
9;345;strada tache ionescu 3;85;strada armeneasca 35
2;346;strada tepes voda 84c;1898;strada tepes voda 86a
10;347;strada titu maiorescu 16;821;strada frumoasa 16
9;348;strada tudor arghezi 54;637;strada doamnei 5
9;349;strada tudor arghezi 26;340;strada doamnei 20
5;350;splaiul unirii 66-68;1899;splaiul unirii 173
2;351;splaiul unirii 78;1899;splaiul unirii 173
3;352;splaiul unirii 98;1899;splaiul unirii 173
2;353;strada vanatori 1a;1906;strada vanatori 4
4;354;strada vanatori 3-3a;1906;strada vanatori 4
2;355;strada vanatori 17;1906;strada vanatori 4
5;356;strada vaselor 38;368;strada cameliei 38
5;357;strada vaselor 44;1446;strada plantelor 4
8;358;strada vasile lascar 18;84;strada armeneasca 10
11;359;strada vasile lascar 26-28;612;strada davila carol 8
9;360;strada vasile lucaciu 15;967;strada hasdeu iulia 15
9;361;strada vasile lucaciu 18;612;strada davila carol 8
10;362;strada vasile lucaciu 90;610;strada davila carol 4
9;363;strada vasile parvan 2-4;610;strada davila carol 4
1;364;calea victoriei 31;1918;calea victoriei 11
1;365;calea victoriei 52;4;calea victoriei 56
4;366;calea victoriei 87-89;1914;calea victoriei 7
1;367;calea victoriei 95;1915;calea victoriei 9
1;368;calea victoriei 101;1918;calea victoriei 11
1;369;calea victoriei 112;1805;calea victoriei 192
1;370;calea victoriei 124;1919;calea victoriei 12
1;371;calea victoriei 139;1921;calea victoriei 13
1;372;calea victoriei 208;1949;calea victoriei 202
1;373;calea victoriei 220;1902;calea victoriei 22
2;374;strada viitorului 114;1951;strada viitorului 94
3;375;strada viitorului 116;1951;strada viitorului 94
3;376;strada viitorului 138;1951;strada viitorului 94
4;377;strada visinilor 13;1770;strada sfintilor 13
2;378;strada vulturilor 25;2013;strada vulturilor 3
2;379;strada washington 17;2014;strada washington 9
7;380;strada zece mese 12;362;strada cameliei 12
7;381;strada zece mese 21;512;strada coltei 21
2;382;strada 11 iunie 15;5;strada 11 iunie 2
2;383;strada 11 iunie 18;5;strada 11 iunie 2
2;384;strada 11 iunie 67;5;strada 11 iunie 2
2;385;strada academiei 4-6;6;strada academiei 3-5
7;386;strada agricultori 43;1326;strada negustori 3
7;387;strada agricultori 74;1329;strada negustori 7
7;388;strada agricultori 75;1327;strada negustori 5
7;389;strada agricultori 76;1329;strada negustori 7
16;390;bulevardul alexandru averescu 26-28;1177;bulevardul regina maria 36-38
13;391;strada alexandru deparateanu 19;21;strada alecsandri vasile 9
13;392;strada alexandru deparateanu 22;26;strada alecsandri vasile 20
9;393;strada alexandru donici 30;22;strada alecsandri vasile 10
8;394;strada alexandru donici 6;18;strada alecsandri vasile 6
13;395;bulevardul alexandru ioan cuza 10;290;bulevardul bratianu i c 10
14;396;bulevardul alexandru ioan cuza 80;290;bulevardul bratianu i c 10
14;397;bulevardul alexandru ioan cuza 97;147;bulevardul banul manta 9
12;398;bulevardul alexandru obregia 30;1175;bulevardul regina maria 32
11;399;bulevardul alexandru obregia 32;1175;bulevardul regina maria 32
11;400;bulevardul alexandru obregia 34;1176;bulevardul regina maria 34
11;401;bulevardul alexandru obregia 40;1178;bulevardul regina maria 40
9;402;strada anastasie simu 6;139;strada baia de fier 6
10;403;strada anghel saligny 6;863;strada ghica ion 4
5;404;strada arcului 26;148;strada banului 3
5;405;strada ardeleni 16;104;strada atena 16
9;406;strada aristide pascal 14;84;strada armeneasca 10
1;407;strada armeneasca 12;84;strada armeneasca 10
2;408;strada armeneasca 43;84;strada armeneasca 10
8;409;strada aurel vlaicu 39;127;strada avram iancu 1
5;410;strada austrului 14;90;strada atelierului 14
4;411;strada balcesti 9;275;strada bradesti 3
8;412;strada baltagului 13-15;148;strada banului 3
1;413;strada banului 3a;148;strada banului 3
11;414;strada barbu iscovescu 25;150;strada barasch iuliu 15
7;415;bulevardul basarabia 28;579;bulevardul dacia 58
2;416;strada batiste 35;158;strada batistei 39
11;417;strada benjamin franklin 9;1385;strada pann anton 9
8;418;strada bibescu voda 18-20;1315;strada patrascu voda 12
6;419;strada bibescu voda 24;1429;strada patrascu voda 14
4;420;intrarea biserica alba 3;222;intrarea biserica rasvan 3
1;421;strada biserica amzei 27;13;strada biserica amzei 22
1;422;strada biserica amzei 2-4;189;strada biserica amzei 24
2;423;calea calarasilor 317;197;calea calarasilor 57
1;424;calea calarasilor 39;408;calea calarasilor 34
8;425;strada caminului 22-24;148;strada banului 3
11;426;strada campia libertatii 6;360;strada cameliei 1
11;427;strada campia libertatii 31;360;strada cameliei 1
11;428;strada campia libertatii 40;361;strada cameliei 10
1;429;bulevardul carol i 12;380;bulevardul carol i 112
1;430;bulevardul carol i 28;378;bulevardul carol i 8
1;431;bulevardul carol i 48;376;bulevardul carol i 4
10;432;strada cezar bolliac 11c;1250;strada mihai voda 11
12;433;strada ciprian porumbescu 4;566;strada cristian radu 2
11;434;strada ciprian porumbescu 8;570;strada cristian radu 8
13;435;strada ciprian porumbescu 10;210;strada biserica amzei 10
5;436;strada ciresului 29;1772;strada silozului 25
14;437;strada clucerul udricani 12bis;1977;strada voinicului 2bis
1;438;soseaua colentina 5;499;soseaua colentina 
1;439;soseaua colentina 7;499;soseaua colentina 
1;440;soseaua colentina 9;499;soseaua colentina 
2;441;soseaua colentina 11;499;soseaua colentina 
2;442;soseaua colentina 21;499;soseaua colentina 
2;443;soseaua colentina 31;499;soseaua colentina 
2;444;soseaua colentina 33;499;soseaua colentina 
2;445;soseaua colentina 39;499;soseaua colentina 
6;446;strada concordiei 7;506;strada coltei 7
12;447;strada constantin balescu 22;496;strada coanda henri 22
12;448;strada constantin disescu 22;496;strada coanda henri 22
10;449;strada constantin esarhu 3;567;strada cristian radu 3
12;450;strada constantin mille 14-16;641;strada doamnei 14-16
9;451;strada constantin nacu 4;566;strada cristian radu 2
8;452;strada constantin nacu 7;569;strada cristian radu 7
8;453;strada constantin nacu 8;570;strada cristian radu 8
12;454;strada constantin sandu aldea 65;533;strada constaninescu alexandru 55
4;455;strada corbeni 37;502;strada coltei 3
11;456;bulevardul corneliu coposu 1;875;bulevardul golescu dinicu 16
11;457;bulevardul corneliu coposu 1;875;bulevardul golescu dinicu 16
0;458;soseaua cotroceni 32;562;soseaua cotroceni 32
1;459;strada covaci 10;564;strada covaci 16
1;460;strada covaci 14;564;strada covaci 16
9;461;strada d i mendeleev 19;1243;strada mendeleev d i 29
9;462;strada d i mendeleev 37;1222;strada mendeleev d i 34
9;463;strada d i mendeleev 39;1222;strada mendeleev d i 34
1;464;bulevardul dacia 33;592;bulevardul dacia 83
1;465;bulevardul dacia 47;584;bulevardul dacia 67
1;466;bulevardul dacia 49;585;bulevardul dacia 69
1;467;bulevardul dacia 88;579;bulevardul dacia 58
1;468;bulevardul dacia 109;354;bulevardul dacia 101
1;469;bulevardul dacia 171;354;bulevardul dacia 101
1;470;bulevardul dacia 173;464;bulevardul dacia 103
1;471;bulevardul dacia 28;579;bulevardul dacia 58
7;472;intrarea dacilor 4;224;intrarea bitolia 5
12;473;strada david praporgescu 11;127;strada avram iancu 1
5;474;strada despot voda 7;1067;strada leon voda 3
5;475;strada diminetii 1;542;strada doamnei 1
13;476;bulevardul dimitrie cantemir 13a;759;bulevardul eroii sanitari 12
11;477;bulevardul dimitrie cantemir 15;1965;bulevardul vladimirescu tudor 15
12;478;bulevardul dimitrie cantemir 15a;1965;bulevardul vladimirescu tudor 15
12;479;strada dimitrie onciul 16a;88;strada armindenului 12
12;480;strada dimitrie onciul 29a;621;strada demarat zossima 2
13;481;bulevardul dinicu golescu 23-25;539;bulevardul coposu corneliu 35
9;482;bulevardul dinicu golescu 7;1166;bulevardul maniu iuliu 9
10;483;strada dionisie lupu 35;1000;strada ionescu tache 25
1;484;strada domnita anastasia 15;655;strada domnita anastasia 1
1;485;calea dorobantilor 10;664;calea dorobantilor 16
1;486;calea dorobantilor 65;668;calea dorobantilor 60
1;487;calea dorobantilor 73;669;calea dorobantilor 72
1;488;strada drobeta 1;670;strada drobeta 11
2;489;strada drobeta 7;670;strada drobeta 11
1;490;strada dumbrava rosie 22;704;strada dumbrava rosie 2
1;491;strada dumbrava rosie 24;704;strada dumbrava rosie 2
8;492;strada edgar quinet 3;636;strada doamnei 3
8;493;strada edgar quinet 5;637;strada doamnei 5
3;494;strada elena 2;99;strada atena 3
2;495;strada elena 4;100;strada atena 4
3;496;strada episcopiei 2-4;755;strada episcopiei 1
1;497;strada episcopiei 5;755;strada episcopiei 1
1;498;strada episcopiei 6;755;strada episcopiei 1
2;499;strada episcopul radu 42;756;strada episcopul radu 29
5;500;strada fagaras 16;11;strada londra 16
