levenshtein_distance;lie_index;lie_add;lmi_index;lmi_add
12;1480;strada gheorghe lazar 9a-9b;325;strada burghelea 19
11;1481;bulevardul gheorghe magheru 9;801;bulevardul magheru gheorghe 8
8;1482;strada gheorghe manea 13;320;strada burghelea 13
9;1483;strada gheorghe manu 6;317;strada burghelea 1
10;1484;intrarea gheorghe manu 1;55;intrarea alexe marin 2
13;1485;bulevardul gheorghe marinescu 15;258;bulevardul botev hristo 15
13;1486;strada gheorghe negel 39-43;8;strada academiei 39-41
16;1487;strada gheorghe pop de basesti 1;856;strada georgescu mihail 9
16;1488;strada gheorghe pop de basesti 6;856;strada georgescu mihail 9
16;1489;strada gheorghe pop de basesti 13;857;strada georgescu mihail 10
15;1490;strada gheorghe pop de basesti 21;860;strada georgescu mihail 21
17;1491;strada gheorghe pop de basesti 32;193;strada berthelot h m 12
17;1492;strada gheorghe pop de basesti 56;186;strada berthelot h m 5
13;1493;strada gheorghe preotescu 13;192;strada berthelot h m 10
12;1494;strada gheorghe preotescu 18;195;strada berthelot h m 18
12;1495;strada gheorghe preotescu 24;862;strada georgescu mihail 24
13;1496;strada gheorghe preotescu 25;186;strada berthelot h m 5
13;1497;strada gheorghe preotescu 26;199;strada berthelot h m 36
13;1498;strada gheorghe preotescu 29;196;strada berthelot h m 19
10;1499;strada giacomo puccini 1;755;strada episcopiei 1
8;1500;strada gina patrichi 1;1417;strada patriei 3
12;1501;strada gioacchino rossini 6;622;strada demarat zossima 6
4;1502;calea giulesti 11;678;calea dudesti 111
4;1503;calea giulesti 42;695;calea dudesti 142
6;1504;calea giulesti 50-52;675;calea dudesti 102
3;1505;calea giulesti 133;689;calea dudesti 133
8;1506;soseaua giurgiului 220;886;soseaua iancului 3
8;1507;strada gradina cu cai 1;877;strada gradinarilor 12
10;1508;strada grigore alexandrescu 75;1652;strada romano alexandru 15
10;1509;strada grigore alexandrescu 76;1653;strada romano alexandru 16
10;1510;strada grigore alexandrescu 82;1650;strada romano alexandru 8
10;1511;strada grigore alexandrescu 61;1656;strada romano alexandru 21
13;1512;intrarea grigore cantilli 4;55;intrarea alexe marin 2
10;1513;strada grigore cobalcescu 5;882;strada grigorescu eremia 3
10;1514;strada grigore cobalcescu 7;882;strada grigorescu eremia 3
10;1515;strada grigore cobalcescu 8;882;strada grigorescu eremia 3
9;1516;strada grigore cobalcescu 12;883;strada grigorescu eremia 12
10;1517;strada grigore cobalcescu 13;882;strada grigorescu eremia 3
10;1518;strada grigore cobalcescu 18;883;strada grigorescu eremia 12
10;1519;strada grigore cobalcescu 29;888;strada grigorescu eremia 26
10;1520;strada grigore cobalcescu 35;882;strada grigorescu eremia 3
11;1521;strada grigore cobalcescu 40;882;strada grigorescu eremia 3
11;1522;strada grigore cobalcescu 45;882;strada grigorescu eremia 3
11;1523;strada grigore cobalcescu 45;882;strada grigorescu eremia 3
10;1524;strada grigore cobalcescu 54;885;strada grigorescu eremia 14
10;1525;strada grigore cobalcescu 56;887;strada grigorescu eremia 16
9;1526;strada grigore moisil 4;882;strada grigorescu eremia 3
11;1527;strada grigore raducanu 19;883;strada grigorescu eremia 12
11;1528;strada grigore raducanu 21;566;strada cristian radu 2
1;1529;calea grivitei 23a;896;calea grivitei 23
1;1530;calea grivitei 43;884;calea grivitei 41
1;1531;calea grivitei 63;894;calea grivitei 13
3;1532;calea grivitei 166a;893;calea grivitei 11
2;1533;calea grivitei 172;889;calea grivitei 2
2;1534;calea grivitei 174b;923;calea grivitei 74
3;1535;calea grivitei 184c;884;calea grivitei 41
3;1536;strada gutemberg 4;942;strada gutenberg 19
3;1537;strada gutemberg 6;942;strada gutenberg 19
3;1538;strada gutemberg 8;942;strada gutenberg 19
2;1539;strada gutemberg 10;942;strada gutenberg 19
2;1540;strada gutemberg 12;942;strada gutenberg 19
2;1541;strada gutemberg 16;942;strada gutenberg 19
4;1542;strada hagiului 10;809;strada fluviului 10
1;1543;strada halmeu 13;950;strada halmeu 1
12;1544;strada haralambie botescu 14;1722;strada scarlatescu 20
14;1545;piata haralambie botescu 2;853;piata gara filaret 1
14;1546;piata haralambie botescu 11;853;piata gara filaret 1
2;1547;strada harjeu 7;952;strada halmeu 7
17;1548;strada henri mathias berthelot 59;568;strada cristian radu 5
17;1549;strada henri mathias berthelot 61;603;strada daimaca victor 1
3;1550;strada herta 7;945;strada haga 7
5;1551;strada horatiu 17;178;strada baratiei 27
6;1552;strada horei 5bis;98;strada atena 2bis
6;1553;strada horei 7bis;98;strada atena 2bis
3;1554;strada horei 8;507;strada coltei 8
3;1555;strada horei 16;509;strada coltei 16
4;1556;strada horei 30;502;strada coltei 3
5;1557;strada hrisovului 14;814;strada foisorului 106
8;1558;bulevardul i c bratianu 2;289;bulevardul bratianu i c 2
9;1559;bulevardul i c bratianu 6;1;bulevardul bratianu i c 1
9;1560;bulevardul i c bratianu 14;1;bulevardul bratianu i c 1
9;1561;bulevardul i c bratianu 34;1;bulevardul bratianu i c 1
9;1562;bulevardul i c bratianu 35;1;bulevardul bratianu i c 1
9;1563;bulevardul i c bratianu 39;1;bulevardul bratianu i c 1
9;1564;bulevardul i c bratianu 44;1;bulevardul bratianu i c 1
6;1565;strada iacob felix 72;979;strada icoanei 72
9;1566;strada iacob negruzzi 28;974;strada icoanei 58
9;1567;strada iacob negruzzi 30;975;strada icoanei 60
17;1568;strada iancu cavaler de flondor 7;136;strada baia de fier 3
5;1569;bulevardul iancu de hunedoara 37;969;bulevardul iancu de hunedoara 56-60
2;1570;soseaua iancului 47;886;soseaua iancului 3
2;1571;soseaua iancului 57;886;soseaua iancului 3
2;1572;soseaua iancului 59;886;soseaua iancului 3
1;1573;soseaua iancului 53;886;soseaua iancului 3
1;1574;soseaua iancului 39;886;soseaua iancului 3
3;1575;soseaua iancului 128;886;soseaua iancului 3
4;1576;strada icoanei 38-38a;2;strada icoanei 3-5
1;1577;strada icoanei 40;975;strada icoanei 60
9;1578;bulevardul hristo botev 13;116;bulevardul aviatorilor 13
12;1579;strada ienachita vacarescu 3;721;strada elias jacques 3
12;1580;strada ienachita vacarescu 8;612;strada davila carol 8
13;1581;strada ienachita vacarescu 14;610;strada davila carol 4
13;1582;strada ienachita vacarescu 19;1968;strada vlaicu aurel 19
12;1583;strada ienachita vacarescu 20;1722;strada scarlatescu 20
13;1584;strada ienachita vacarescu 41;610;strada davila carol 4
13;1585;strada ienachita vacarescu 45;610;strada davila carol 4
13;1586;strada ienachita vacarescu 46;610;strada davila carol 4
13;1587;strada ienachita vacarescu 47;610;strada davila carol 4
12;1588;strada ienachita vacarescu 48;1723;strada scarlatescu 48
13;1589;strada ienachita vacarescu 50;1204;strada matei basarab 50
9;1590;strada ilarie chendi 44;151;strada barierei 39
1;1591;strada ilfov 2;981;strada ilfov 3
1;1592;splaiul independentei 56;987;splaiul independentei 5
2;1593;splaiu independentei 84;990;splaiul independentei 74
5;1594;strada inisor 19;175;strada baniei 19
8;1595;intrarea intre garle 9;55;intrarea alexe marin 2
9;1596;intrarea intre garle 13;55;intrarea alexe marin 2
8;1597;strada invingatorilor 22;877;strada gradinarilor 12
11;1598;strada ioan budai deleanu 5;651;strada dobrescu i demetru 5
8;1599;strada ioan filitti 5;504;strada coltei 5
8;1600;strada ioan filitti 8;278;strada brailita 28
8;1601;strada ioan filitti 10;336;strada caimatei 10
11;1602;strada ioan voda caragea 2;610;strada davila carol 4
11;1603;strada ioan voda caragea 3;610;strada davila carol 4
11;1604;strada ioan voda caragea 27;627;strada doamna chiajna 24
9;1605;strada ion andreescu 1;1724;strada scarlatescu 51
9;1606;strada ion andreescu 4;1201;strada monetariei 4
10;1607;strada ion andreescu 6;11;strada londra 16
9;1608;strada ion andreescu 10;84;strada armeneasca 10
9;1609;strada ion andreescu 11;495;strada coanda henri 11
9;1610;strada ion andreescu 17;1128;strada londra 17
9;1611;strada ion andreescu 29;1514;strada popa rusu 24
9;1612;strada ion brezoianu 8;294;strada brezoianu ion 1
9;1613;strada ion brezoianu 9;294;strada brezoianu ion 1
8;1614;strada ion brezoianu 10;1610;strada raureanu 10
8;1615;strada ion brezoianu 51;294;strada brezoianu ion 1
7;1616;intrarea ion calin 2;55;intrarea alexe marin 2
6;1617;strada ion calin 3;160;strada bacani 3
6;1618;strada ion calin 20;1131;strada londra 20
6;1619;strada ion calin 35;1135;strada londra 35
8;1620;strada ion florescu 2;1722;strada scarlatescu 20
8;1621;strada ion florescu 19;799;strada florescu ion 9
5;1622;strada ion ghica 1;632;strada doamna ghica 3
12;1623;strada ion luca caragiale 1a;996;strada ionescu grigore 28
11;1624;strada ion luca caragiale 3;997;strada ionescu grigore 34
11;1625;strada ion luca caragiale 8;612;strada davila carol 8
12;1626;strada ion luca caragiale 19;996;strada ionescu grigore 28
11;1627;strada ion luca caragiale 22;996;strada ionescu grigore 28
10;1628;strada ion maiorescu 7;127;strada avram iancu 1
8;1629;strada ion maiorescu 20;1722;strada scarlatescu 20
9;1630;strada ion maiorescu 59;1724;strada scarlatescu 51
9;1631;strada ion maiorescu 61;1724;strada scarlatescu 51
9;1632;bulevardul ion mihalache 18;1253;bulevardul mihalache ion 10
10;1633;bulevardul ion mihalache 65;1253;bulevardul mihalache ion 10
10;1634;bulevardul ion mihalache 66;1253;bulevardul mihalache ion 10
10;1635;bulevardul ion mihalache 70-84;1253;bulevardul mihalache ion 10
10;1636;bulevardul ion mihalache 94;1253;bulevardul mihalache ion 10
10;1637;bulevardul ion mihalache 295-297;1254;bulevardul mihalache ion 20
9;1638;bulevardul ion mihalache 329;1254;bulevardul mihalache ion 20
10;1639;bulevardul ion mihalache 333;1253;bulevardul mihalache ion 10
7;1640;strada ion mincu 27;340;strada doamnei 20
7;1641;strada ion neculce 39;1013;strada iorga nicolae 19
7;1642;strada ion neculce 74;1010;strada iorga nicolae 7
7;1643;strada ion nistor 2;654;strada docentilor 20
6;1644;strada ion nistor 6;1096;strada lister 6
11;1645;strada ion otetelesanu 5;319;strada burghelea 5
7;1646;strada ion puscariu 9;1330;strada negustori 9
8;1647;strada ion racoteanu 2;1609;strada raureanu 4
8;1648;strada ion radovici 10;1125;strada londra 10
5;1649;strada irimicului 2;1588;strada ritmului 1
1;1650;strada italiana 1;1017;strada italiana 3
1;1651;strada italiana 23;1017;strada italiana 3
8;1652;strada iulia hasdeu 1;950;strada halmeu 1
7;1653;bulevardul iuliu maniu 59;1166;bulevardul maniu iuliu 9
8;1654;bulevardul iuliu maniu 23;1166;bulevardul maniu iuliu 9
8;1655;bulevardul iuliu maniu 128;1174;bulevardul regina maria 18
17;1656;strada ivan petrovici pavlov 29-31;76;strada andric ivo 1
17;1657;strada ivan petrovici pavlov 33-35;78;strada andric ivo 3
6;1658;strada ivo andric 6;233;strada blanari 6
6;1659;strada ivo andric 10;970;strada icoanei 12
13;1660;strada jean louis calderon 14;226;strada blank louis 9a
13;1661;strada jean louis calderon 26;226;strada blank louis 9a
8;1662;strada joseph lister 5;1096;strada lister 6
6;1663;strada judetului 22;96;strada atelierului 22
4;1664;strada lanariei 144;237;strada blanari 14
5;1665;strada lanariei 144a;237;strada blanari 14
4;1666;strada lanariei 146;237;strada blanari 14
6;1667;strada lantului 1-1b;148;strada banului 3
11;1668;bulevardul lascar catargiu 7;869;bulevardul ghica tei 77
11;1669;bulevardul lascar catargiu 9;147;bulevardul banul manta 9
12;1670;bulevardul lascar catargiu 9a;147;bulevardul banul manta 9
14;1671;bulevardul lascar catargiu 24-26;868;bulevardul ghica tei 67-69
11;1672;bulevardul lascar catargiu 27;382;bulevardul carol i 27
11;1673;bulevardul lascar catargiu 28;1472;bulevardul primaverii 28
11;1674;bulevardul lascar catargiu 41;1833;bulevardul sincai gheorghe 4
11;1675;bulevardul lascar catargiu 45;1833;bulevardul sincai gheorghe 4
2;1676;strada latina 4;100;strada atena 4
2;1677;strada leon voda 15;1067;strada leon voda 3
2;1678;strada leon voda 18;1067;strada leon voda 3
9;1679;strada leonida varnali 15;1127;strada londra 15
4;1680;strada licurg 2;298;strada bucur 5
6;1681;intrarea licurici 2;1341;intrarea noptii 2
5;1682;intrarea licurici 4;1971;intrarea voicu ion 4
1;1683;strada lipscani 3;3;strada lipscani 32
1;1684;strada lipscani 19;0;strada lipscani 16
1;1685;strada lipscani 39;3;strada lipscani 32
2;1686;strada lipscani 48-50;1071;strada lipscani 18-20
4;1687;strada lirei 20;511;strada coltei 20
4;1688;strada liveni 3;99;strada atena 3
1;1689;strada lizeanu 12;812;strada lizeanu 13
1;1690;strada lizeanu 23;812;strada lizeanu 13
18;1691;strada locotenent ilie cimpeanu 22;496;strada coanda henri 22
7;1692;strada logofatul dan 2;1123;strada logofatul udriste 21
2;1693;strada logofatul luca stroici 3;1117;strada logofatul luca stroici 33a
3;1694;strada logofatul luca stroici 11;1117;strada logofatul luca stroici 33a
3;1695;strada logofatul luca stroici 15;1117;strada logofatul luca stroici 33a
3;1696;strada logofatul luca stroici 17;1117;strada logofatul luca stroici 33a
3;1697;strada logofatul luca stroici 22;1117;strada logofatul luca stroici 33a
4;1698;strada lotru 59;1130;strada londra 19
8;1699;strada louis pasteur 23;1099;strada lister 21
8;1700;strada louis pasteur 38;1097;strada lister 8
8;1701;strada louis pasteur 61;1096;strada lister 6
6;1702;strada luceafarului 2;1799;strada spatarului 3
15;1703;strada ludwig van beethoven 2;60;strada aman theodor 2
11;1704;strada luigi cazzavillan 15;1979;strada vuia traian 5
8;1705;aleea lunguletu 6;37;aleea alexandru 6
3;1706;strada lunii 6;1780;strada slanic 6
4;1707;strada luntrei 6;233;strada blanari 6
4;1708;strada luntrei 3;171;strada baniei 3
12;1709;strada macarie cantaretul 4;369;strada caracas constantin 3
10;1710;strada magura vulturului 31;1015;strada ispravnicului 31
1;1711;strada maica domnului 48;1161;strada maica domnului 49
1;1712;strada maica domnului 52;1164;strada maica domnului 51
10;1713;strada alexandru campeanu 10;22;strada alecsandri vasile 10
11;1714;strada alexandru campeanu 36;18;strada alecsandri vasile 6
11;1715;strada alexandru campeanu 38;20;strada alecsandri vasile 8
5;1716;strada maltopol 17;1732;strada sevastopol 10
6;1717;aleea mantuleasa 2;1235;strada mantuleasa 20
1;1718;strada mantuleasa 32;1241;strada mantuleasa 33
1;1719;strada mantuleasa 37;1233;strada mantuleasa 17
1;1720;strada mantuleasa 38;1241;strada mantuleasa 33
4;1721;bulevardul marasesti 28;1223;bulevardul marasti 61
2;1722;bulevardul marasti 43;1223;bulevardul marasti 61
8;1723;strada marcu armasu 1;1221;strada mamulari 3
7;1724;strada marcu armasu 3;1221;strada mamulari 3
8;1725;strada marcu armasu 5;1221;strada mamulari 3
8;1726;strada marcu armasu 7;1221;strada mamulari 3
8;1727;strada marcu armasu 9;1221;strada mamulari 3
8;1728;strada marcu armasu 11;1156;strada maica domnului 11
12;1729;strada maria hagi moscu 19-21;1250;strada mihai voda 11
9;1730;strada maria rosetti 12;151;strada barierei 39
8;1731;strada maria rosetti 13;152;strada batistei 13
9;1732;strada maria rosetti 17;151;strada barierei 39
8;1733;strada maria rosetti 18;276;strada bradesti 18
8;1734;strada maria rosetti 30;151;strada barierei 39
12;1735;strada marin serghiescu 6-8;15;strada carada eugeniu 1-3
10;1736;strada marin serghiescu 10;141;strada baia de fier 10
2;1737;strada masina de paine 20;1194;strada masina de paine 47
2;1738;strada masina de paine 22;1194;strada masina de paine 47
2;1739;strada masina de paine 23;1194;strada masina de paine 47
1;1740;strada masina de paine 41;1194;strada masina de paine 47
11;1741;strada matache dobrescu 3;59;strada aman theodor 1
4;1742;strada matasari 14;153;strada batistei 14
4;1743;strada matasari 23;1221;strada mamulari 3
6;1744;strada matasari 32-34;1197;strada matei basarab 32-34
4;1745;strada matasari 38;1221;strada mamulari 3
5;1746;strada matasari 41;154;strada batistei 21
5;1747;strada matasari 47;232;strada blanari 4
1;1748;strada matei basarab 33;1211;strada matei basarab 63
2;1749;strada matei voievod 4;1213;strada matei voievod 31
2;1750;strada matei voievod 6;1213;strada matei voievod 31
2;1751;strada matei voievod 8;1213;strada matei voievod 31
1;1752;strada matei voievod 13;1216;strada matei voievod 33
1;1753;strada matei voievod 20a;1212;strada matei voievod 22a
1;1754;strada matei voievod 62;1214;strada matei voievod 32
1;1755;strada matei voievod 71;1213;strada matei voievod 31
5;1756;strada matei voievod 103-113;1213;strada matei voievod 31
6;1757;strada matei voievod 115-123;1212;strada matei voievod 22a
7;1758;strada maxim gorki 26;1231;strada martisor 26
12;1759;strada maximilian popper 21;603;strada daimaca victor 1
8;1760;strada metalurgiei 5-7;1201;strada monetariei 4
11;1761;soseaua mihai bravu 64-88;1377;soseaua panduri 62-68
12;1762;soseaua mihai bravu 67-73;1377;soseaua panduri 62-68
12;1763;soseaua mihai bravu 85-93;1379;soseaua panduri 90-92
13;1764;soseaua mihai bravu 98-106;1379;soseaua panduri 90-92
14;1765;soseaua mihai bravu 147-169;1250;strada mihai voda 11
10;1766;soseaua mihai bravu 29;683;soseaua panduri 28
10;1767;soseaua mihai bravu 37;886;soseaua iancului 3
11;1768;soseaua mihai bravu 42-62;1377;soseaua panduri 62-68
12;1769;soseaua mihai bravu 57-65;1377;soseaua panduri 62-68
12;1770;intrarea mihai eminescu 1;373;intrarea caragiale i l 1
9;1771;strada mihai eminescu 23;1251;strada mihai voda 13
9;1772;strada mihai eminescu 26;2020;strada zola emile 2
9;1773;strada mihai eminescu 36;2021;strada zola emile 6
10;1774;strada mihai eminescu 40;84;strada armeneasca 10
9;1775;strada mihai eminescu 57;1247;strada mihai voda 5
10;1776;strada mihai eminescu 76a;1248;strada mihai voda 7
10;1777;strada mihai eminescu 77a;1248;strada mihai voda 7
10;1778;strada mihai eminescu 127;954;strada halmeu 17
9;1779;strada mihai eminescu 132;1251;strada mihai voda 13
10;1780;strada mihai eminescu 140;84;strada armeneasca 10
9;1781;strada mihai eminescu 150;1252;strada mihai voda 15
9;1782;strada mihai eminescu 155;1252;strada mihai voda 15
10;1783;strada mihai eminescu 166;1250;strada mihai voda 11
10;1784;strada mihai eminescu 176;954;strada halmeu 17
10;1785;strada mihai eminescu 182;1250;strada mihai voda 11
14;1786;bulevardul mihail kogalniceanu 5;758;bulevardul eroii sanitari 8
14;1787;bulevardul mihail kogalniceanu 7;758;bulevardul eroii sanitari 8
13;1788;bulevardul mihail kogalniceanu 8;758;bulevardul eroii sanitari 8
13;1789;bulevardul mihail kogalniceanu 9;1166;bulevardul maniu iuliu 9
12;1790;bulevardul mihail kogalniceanu 10;1253;bulevardul mihalache ion 10
13;1791;bulevardul mihail kogalniceanu 13;1253;bulevardul mihalache ion 10
13;1792;bulevardul mihail kogalniceanu 21;1254;bulevardul mihalache ion 20
14;1793;bulevardul mihail kogalniceanu 35;539;bulevardul coposu corneliu 35
13;1794;bulevardul mihail kogalniceanu 39;1726;bulevardul schitu magureanu 19
14;1795;bulevardul mihail kogalniceanu 41;762;bulevardul eroii sanitari 61
14;1796;bulevardul mihail kogalniceanu 45;1253;bulevardul mihalache ion 10
14;1797;bulevardul mihail kogalniceanu 55;545;bulevardul coposu corneliu 55
15;1798;piata mihail kogalniceanu 8;1649;piata romana 8
16;1799;piata mihail kogalniceanu 3;853;piata gara filaret 1
11;1800;strada mihail mirinescu 19;127;strada avram iancu 1
13;1801;strada mihail mirinescu 20-22;1722;strada scarlatescu 20
8;1802;strada mihail obedenaru 11;1250;strada mihai voda 11
9;1803;strada mircea vasilescu 13;1430;strada parvan vasile 12
2;1804;bulevardul mircea voda 14;1272;bulevardul mircea voda 5
1;1805;bulevardul mircea voda 57;1272;bulevardul mircea voda 5
11;1806;strada mircea vulcanescu 2-4;1722;strada scarlatescu 20
10;1807;strada mircea vulcanescu 42;1723;strada scarlatescu 48
10;1808;strada mircea vulcanescu 61;1724;strada scarlatescu 51
11;1809;strada mircea vulcanescu 76a;1271;strada mircea cel batran 16
11;1810;strada mircea vulcanescu 119;1271;strada mircea cel batran 16
16;1811;strada mitropolit antim ivireanu 12;1565;strada racovita dimitrie 12
17;1812;strada mitropolit antim ivireanu 45;493;strada clopotarii vechi 4
19;1813;strada mitropolit costache veniamin 21a;547;strada costache aristia 29
12;1814;strada mitropolit filaret 16;1260;strada minovici nicolae 1
12;1815;strada mitropolit filaret 73;1262;strada minovici nicolae 3
11;1816;strada mitropolit iosif 49;1265;strada minulescu ion 49
11;1817;strada mitropolit nifon 12;296;strada brezoianu ion 12
11;1818;strada mitropolit nifon 14;1260;strada minovici nicolae 1
11;1819;strada mitropolit nifon 16;1260;strada minovici nicolae 1
11;1820;strada mitropolit nifon 27;1317;strada movila ion 5
11;1821;strada mitropolit nifon 32;1262;strada minovici nicolae 3
11;1822;strada mitropolit nifon 37;1262;strada minovici nicolae 3
5;1823;strada moldovita 12;1493;strada polona 12
6;1824;strada monumentului 6;9;strada afluentului 30
6;1825;strada monumentului 8;9;strada afluentului 30
4;1826;strada morilor 28;1231;strada martisor 26
1;1827;calea mosilor 10;1287;calea mosilor 19
1;1828;calea mosilor 18;1287;calea mosilor 19
1;1829;calea mosilor 80;1296;calea mosilor 40
3;1830;calea mosilor 86bis;1307;calea mosilor 86
10;1831;strada radu calomfirescu 13;345;strada calomfirescu radu 3
1;1832;calea mosilor 98;1275;calea mosilor 91
2;1833;calea mosilor 103;1287;calea mosilor 19
2;1834;calea mosilor 105;1287;calea mosilor 19
2;1835;calea mosilor 106;1287;calea mosilor 19
1;1836;calea mosilor 108;1313;calea mosilor 128
2;1837;calea mosilor 115;1261;calea mosilor 71
1;1838;calea mosilor 120;1311;calea mosilor 122
0;1839;strada slanic 2;1778;strada slanic 2
1;1840;calea mosilor 123;1289;calea mosilor 23
1;1841;calea mosilor 124;1311;calea mosilor 122
1;1842;calea mosilor 126;1311;calea mosilor 122
0;1843;strada smardan 11;1788;strada smardan 11
0;1844;calea victoriei 23;1376;calea victoriei 23
1;1845;calea mosilor 203;1289;calea mosilor 23
1;1846;calea mosilor 223;1289;calea mosilor 23
1;1847;calea mosilor 251;1288;calea mosilor 21
2;1848;calea mosilor 113;1261;calea mosilor 71
11;1849;drumul murgului 40;490;aleea circului 15
5;1850;strada muzelor 5;298;strada bucur 5
5;1851;strada muzelor 19;1106;strada lizeanu 19
13;1852;piata natiunile unite 3-5;855;piata garii de nord 1
5;1853;strada negoiu 37;1409;strada paris 37
7;1854;aleea negreni 2;1284;aleea modrogan 2
8;1855;aleea negreni 3;1283;aleea modrogan 1
8;1856;aleea negreni 8;39;aleea alexandru 8
8;1857;aleea negreni 9;1283;aleea modrogan 1
8;1858;aleea negreni 17;490;aleea circului 15
8;1859;aleea negreni 18;490;aleea circului 15
8;1860;aleea negreni 19;41;aleea alexandru 19
8;1861;aleea negreni 22;42;aleea alexandru 22
0;1862;calea mosilor 34;1293;calea mosilor 34
1;1863;strada negustori 19;1324;strada negustori 1a
1;1864;strada negustori 24;1333;strada negustori 14
12;1865;bulevardul nicolae balcescu 16;875;bulevardul golescu dinicu 16
9;1866;strada nicolae drossu 26;1514;strada popa rusu 24
10;1867;strada nicolae filimon 1;500;strada coltei 1
12;1868;strada nicolae filipescu 32;1722;strada scarlatescu 20
12;1869;strada nicolae filipescu 34;366;strada cameliei 34
11;1870;strada nicolae filipescu 50;1722;strada scarlatescu 20
11;1871;strada nicolae filipescu 59;1724;strada scarlatescu 51
10;1872;strada nicolae golescu 7;1245;strada michelet jules 8
9;1873;strada nicolae iorga 15a;982;strada mioara 15
13;1874;strada nicolae staicovici 37;1010;strada iorga nicolae 7
13;1875;soseaua nicolae titulescu 56;499;soseaua colentina 
13;1876;soseaua nicolae titulescu 88;499;soseaua colentina 
10;1877;strada nicolae tonitza 10;787;strada finlanda 10
11;1878;strada nicolae turnescu 15;970;strada icoanei 12
12;1879;intrarea nicolae vermont 1;55;intrarea alexe marin 2
12;1880;intrarea nicolae vermont 3;55;intrarea alexe marin 2
12;1881;intrarea nicolae vermont 7;55;intrarea alexe marin 2
1;1882;strada occidentului 1;1354;strada occidentului 11
1;1883;strada occidentului 13;1354;strada occidentului 11
1;1884;strada occidentului 24;1355;strada occidentului 14
1;1885;strada occidentului 34;1355;strada occidentului 14
2;1886;strada occidentului 43;1354;strada occidentului 11
2;1887;strada occidentului 45;1354;strada occidentului 11
2;1888;strada occidentului 49;1354;strada occidentului 11
5;1889;strada odobesti 7;275;strada bradesti 3
2;1890;strada olari 14;1356;strada olari 6
1;1891;strada olari 30;1358;strada olari 32
1;1892;strada olimpului 1;1359;strada olimpului 17
2;1893;strada olimpului 3;1359;strada olimpului 17
2;1894;strada olimpului 6;1359;strada olimpului 17
2;1895;strada olimpului 7a;1359;strada olimpului 17
2;1896;strada olimpului 9;1359;strada olimpului 17
1;1897;strada olimpului 10;1359;strada olimpului 17
1;1898;strada olimpului 13;1359;strada olimpului 17
1;1899;strada olimpului 14;1359;strada olimpului 17
2;1900;strada olimpului 21;1359;strada olimpului 17
2;1901;strada olimpului 24;1359;strada olimpului 17
1;1902;strada olimpului 27;1359;strada olimpului 17
2;1903;strada olimpului 29;1359;strada olimpului 17
2;1904;strada olimpului 32;1359;strada olimpului 17
2;1905;strada olimpului 34;1359;strada olimpului 17
1;1906;strada olimpului 37;1359;strada olimpului 17
2;1907;strada olimpului 39;1359;strada olimpului 17
2;1908;strada olimpului 48;1359;strada olimpului 17
2;1909;strada olimpului 52;1359;strada olimpului 17
3;1910;strada olimpului 58a;1359;strada olimpului 17
2;1911;strada olimpului 61;1359;strada olimpului 17
2;1912;strada olimpului 66;1359;strada olimpului 17
2;1913;strada olimpului 64;1359;strada olimpului 17
2;1914;strada olimpului 68;1359;strada olimpului 17
2;1915;strada olimpului 70;1359;strada olimpului 17
2;1916;strada olimpului 74;1359;strada olimpului 17
2;1917;strada olimpului 72;1359;strada olimpului 17
2;1918;strada olimpului 76;1359;strada olimpului 17
2;1919;strada olimpului 80;1359;strada olimpului 17
2;1920;strada olimpului 82;1359;strada olimpului 17
7;1921;soseaua oltenitei 49;499;soseaua colentina 
7;1922;soseaua oltenitei 55;499;soseaua colentina 
7;1923;soseaua oltenitei 57;499;soseaua colentina 
7;1924;soseaua oltenitei 65;499;soseaua colentina 
7;1925;soseaua oltenitei 69;499;soseaua colentina 
7;1926;soseaua oltenitei 81;499;soseaua colentina 
5;1927;strada orzari 15-17;1371;strada orzari 63
3;1928;strada orzari 58b;1371;strada orzari 63
5;1929;strada ostasilor 12;1769;strada sfintilor 12
5;1930;strada ostasilor 6;1765;strada sfintilor 6
6;1931;strada ostasilor 19;653;strada docentilor 10
6;1932;strada ostasilor 31;1764;strada sfintilor 1
1;1933;strada otetari 6;1373;strada otetari 2
13;1934;bulevardul pache protopopescu 21;1541;bulevardul protopopescu pache 2
12;1935;bulevardul pache protopopescu 24;1542;bulevardul protopopescu pache 4
12;1936;bulevardul pache protopopescu 27;1545;bulevardul protopopescu pache 7
13;1937;bulevardul pache protopopescu 29;1541;bulevardul protopopescu pache 2
13;1938;bulevardul pache protopopescu 30;1541;bulevardul protopopescu pache 2
13;1939;bulevardul pache protopopescu 31;1541;bulevardul protopopescu pache 2
12;1940;bulevardul pache protopopescu 36;1544;bulevardul protopopescu pache 6
12;1941;bulevardul pache protopopescu 42;1541;bulevardul protopopescu pache 2
13;1942;bulevardul pache protopopescu 43;1541;bulevardul protopopescu pache 2
12;1943;bulevardul pache protopopescu 46;1544;bulevardul protopopescu pache 6
12;1944;bulevardul pache protopopescu 47;1545;bulevardul protopopescu pache 7
13;1945;bulevardul pache protopopescu 48;1541;bulevardul protopopescu pache 2
13;1946;bulevardul pache protopopescu 71;1541;bulevardul protopopescu pache 2
12;1947;bulevardul pache protopopescu 92;1541;bulevardul protopopescu pache 2
